force_train_son_3_desc;Force [This.GetBestName] to keep learning how to fight, by teaching him yourself.;Forcer [This.GetBestName] à continuer apprendre à se battre, en lui enseignant vous-même. ;;;Obligar a [This.GetBestName] a que continúe aprendiendo a luchar, enseñándole tu mismo.;;;;;;;;;x
force_train_son_4_desc;Force [This.GetBestName] to keep learning how to fight, by teaching him yourself.;Forcer [This.GetBestName] à continuer apprendre à se battre, en lui enseignant vous-même. ;;;Obligar a [This.GetBestName] a que continúe aprendiendo a luchar, enseñándole tu mismo.;;;;;;;;;x
TOOLTIPforce_train_son;Has a greater fighting skill than [Root.GetFirstName]\n;A de meilleurs aptitudes au combat que [Root.GetFirstName]\n;;;Tiene mejores aptitudes para el combate que [Root.GetBestName]\n;;;;;;;;;x
EVTDESCcombat_trait.7;The sword in my hand seems heavier and heavier every year...;L'épée dans ma main semble de plus en plus lourde à chaque année qui passe…;;;La espada que sostengo en la mano parece más pesada cada año que pasa...;;;;;;;;;x
#EVTDESC5550113;Under the Master-at-Arms's guidance, my young [GetFromRelation], [From.GetFirstName], is slowly mastering the art of swordsmanship.;Grâce à mes conseils, mon jeune [GetFromRelation], [From.GetFirstName], commence lentement à maîtriser l'art du combat à l'épée.;;;Gracias a mis consejos, mi joven [GetFromRelation], [From.GetFirstName], comineza lentamente a dominar el arte de la esgrima.;;;;;;;;;x
#EVTOPTA5550113;Good;Bien;;;Bien;;;;;;;;;x
EVTTITLEob_martial_event.1;Child's Combat Prowess Improves;L'enfant s'améliore au maniement des armes;;;El niño mejora en el manejo de armas.;;;;;;;;;x
EVTDESCjob_martial_event.1;I have trained my liege's children in the art of swordsmanship;J'ai formé l'enfant de mon suzerain au maniement de l'épée.;;;He entrenado al hijo de mi Señor en el arte de la esgrima.;;;;;;;;;x
EVTOPTAjob_martial_event.1;Excellent;Excellent.;;;Excelente.;;;;;;;;;x
TOOLTIPjob_martial_event.2;[Root.Liege.GetTitledFirstName] shall be informed of young [This.GetFirstName]'s progress;[Root.Liege.GetTitledFirstName] sera informer des progères du(e la) jeune [This.GetFirstName].;;;[Root.Liege.GetTitledFirstName] será informado de los progresos del joven [This.GetFirstName].;;;;;;;;;x
EVTDESCjob_martial_event.2;These past few weeks, [From.GetTitledFirstName] has been drilling me in the use of swords and lances. The instruction has been hard and stern, but my prowess has increased!;Ces dernières semaines, [From.GetTitledFirstName] m'a formé au maniement des épées et des lances. L'instruction était dure et mon professeur sévère, mais j'ai grandmeent progressé ! ;;;Estas últimas semanas, [From.GetTitledFirstName] me ha instruido en el manejo de las espada y lanza. La instrucción ha sido dura y mi profesor severo, pero he progresado enormemente!;;;;;;;;;x
EVTOPTAjob_martial_event.2;[From.GetSheHeCap] is a fine teacher;[From.GetSheHeCap] est un bon(ne) professeur.;;;[From.GetSheHeCap] es un buen profesor.;;;;;;;;;x
EVTDESCjob_martial_event.3;[Root.PrimaryTitle.GetFOA], I have been instructing young [From.GetFirstName] in the ways of sword and lance as requested. I am pleased to say [From.GetSheHe] appears to be a natural, [From.GetHerHis] martial prowess has improved greatly over recent weeks.\n\nYour humble Master of Arms,\n[FromFrom.GetTitledName];[Root.PrimaryTitle.GetFOA], comme vous me l'avez demandé j'ai formé le(a) jeune [From.GetFirstName] au maniement de l'épée et de la lance. Je suis heureux de vous annoncer qu'[From.GetSheHe] s'est grandment amélioré dans ce domaine durant les dernière semaine.\n\nVotre humble maître d'armes,\n[FromFrom.GetTitledName];;;[Root.PrimaryTitle.GetFOA], como me pidió, he formado a [From.GetFirstName] en el manejo de la espada y la lanza. Estoy orgulloso de anunciaros que [From.GetSheHe] ha mejorado enormemente en las últimas semanas.\n\nVuestro humilde Maestro de Armas,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTAjob_martial_event.3;[From.GetFirstName] shall make a fine warrior;[From.GetFirstName] fera un bon combattant;;;[From.GetFirstName] hará un buen soldado.;;;;;;;;;x
EVTTITLEjob_martial_event.4;Child hates training;L'enfant hait l'entrainement;;;El niño odia el entrenamiento.;;;;;;;;;x
EVTDESCjob_martial_event.4;My liege's children have not been enjoying my instruction in swords and lances...;L'enfant de mon suzerain n'a pas apprécié mon entrainement au maniement de l'épée et de la lance…;;;El hijo de mi Señor no aprecia mi entrenamiento en el manejo de la espada y la lanza...;;;;;;;;;x
EVTOPTAjob_martial_event.4;How can they not enjoy it?;Comment peut-il ne pas aimer ?;;;Cómo puede no gustarle?;;;;;;;;;x
TOOLTIPjob_martial_event.5;[Root.Liege.GetTitledFirstName] shall be informed of [This.GetFirstName]'s progress;[Root.Liege.GetTitledFirstName] sera informé des progères de [This.GetFirstName].;;;[Root.Liege.GetTitledFirstName] será informado del progreso de [This.GetFirstName].;;;;;;;;;x
EVTDESCjob_martial_event.5;These past few weeks, [From.GetTitledFirstName] has been drilling me in the use of swords and lances, and it has been terrible. It is all far too violent, I'd much rather study scrolls with the Maester.;Ces dernières semaines, [From.GetTitledFirstName] m'a formé au maniement des épées et des lances. C'était terrible. C'est bien trop violent, je ferais mieux d'étudier des parchemins avec le mestre. ;;;Estas últimas semanas, [From.GetTitledFirstName] me ha instruido en el manejo de las espada y lanza. Fue terrible. Demasiado violento para mi, será mejor que estudie los pergaminos con el Maestre.;;;;;;;;;x
EVTOPTAjob_martial_event.5;I hate jousting!;Je hais la lice !;;;Odio las justas!;;;;;;;;;x
EVTDESCjob_martial_event.6;[Root.PrimaryTitle.GetFOA], I have been instructing young [From.GetFirstName] in the ways of sword and lance, and [From.GetSheHe] is not cooperating. All [From.GetSheHe] does is gripe and moan about a few scrapes and cuts, [From.GetSheHe]'d rather read a scroll than fight in a joust.\n\nYour humble Master of Arms,\n[FromFrom.GetTitledName];[Root.PrimaryTitle.GetFOA], comme on me l'a demandé j'ai formé le(a) jeune [From.GetFirstName] au maniement de l'épée et de la lance mais [From.GetSheHe] n'est pas coopératif(ve). Tout ce qu'[From.GetSheHe] fait c'est gémir et se plaindre de quelques égratignures. [From.GetSheHe] préférerais lire un parchemin plutôt que de se battre dans une lice.\n\nVotre humble maître d'armes,\n[FromFrom.GetTitledName];;;[Root.PrimaryTitle.GetFOA], como me pidió, he formado a [From.GetFirstName] en el manejo de la espada y la lanza. Pero [From.GetSheHe] no coopera, todo lo que hace es gemir y quejarse de los rasguños. [From.GetSheHe] preferiría leer pergaminos que batirse en una justa.\n\nVuestro humilde Maestro de Armas,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTAjob_martial_event.6;[From.GetFirstName] is too soft;[From.GetFirstName] est trop délicat.;;;[From.GetFirstName] es demasiado delicado.;;;;;;;;;x
TOOLTIPforce_train_sonSUCCESS;The training is a success\n;L'entrainement est un succès\n;;;El entrenamiento es un éxito\n;;;;;;;;;x
TOOLTIPforce_train_sonFAIL;The training fails\n;L'entrainement est un échec\n;;;El entrenamiento es un fracaso\n;;;;;;;;;x
force_trained;Force Trained;Entrainé de force;;;Forzado a entrenar;;;;;;;;;x
training_son;Force Training Child;Entrainer de force un enfant;;;Forzar al niño a entrenar;;;;;;;;;x
EVTOPTBcombat_trait.7;Lord of Light, lend me your fire!;Maître de la Lumière, donne moi ton feu !;;;Señor de la Luz, dame tu fuego!;;;;;;;;;x
TOOLTIPcombat_trait.7RHLLOR;[This.GetTitledFirstName] uses the fires to preserve your strength\n;[This.GetTitledFirstName] utilise les feux pour préserver vos forces\n;;;[This.GetTitledFirstName] utiliza los fuegos para preservar tus fuerzas\n;;;;;;;;;x
EVTOPTAcombat_trait.7;I feel old;Je me sens vieux.;;;Me siento viejo;;;;;;;;;x
