#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wikid;On a Quest Overseas;Dans une quête outre-mer;;;;;;;;;;;;x
EVTDESCwikid.2;Before you stands an old haggard man in his fifties, maybe sixties. He doesn't look Westerosi, nor does he look like a beggar. Intrigued you asked him about the map. The old man gave a smile [Root.Religion.GetRandomGodName] would be afraid of, '[Root.PrimaryTitle.GetFOA], it has come to my attention that you are looking for a way to acquire a valyrian steeel weapon. As it happens, I have a map in my possession that may help you with your....ambition. But before we continue, may I ask for an alcoholic refreshment?' Your [Root.GetLordSpiritualName], obviously annoyed, quickly asks 'Why do you need alcohol?'. The old man looks a bit down at his feet, waits a few seconds and refocuses back on you. 'Well, my lords, because no great story ever started with someone eating a salad.' ;Devant vous se tient un vieil homme au visage marqué par le temps. Il ne semble pas venir de Westeros ni être un mendiant. Intrigué, vous lui posez des questions à propos de la carte. Le vieil homme vous répond par un sourire à faire faire à [Root.Religion.GetRandomGodName]. '[Root.PrimaryTitle.GetFOA], il est venu à mes oreilles que vous cherchiez à acquérir une épée en acier valyrien. J'ai justement en ma possession une carte qui pourrait vous aider dans vos... ambitions. Mais avant tout chose, puis-je vous demander un verre d'alcool ?' Votre  [Root.GetLordSpiritualName], qui ne semble guère apprécier le personnage, s'empresse de lui demander pourquoi veut-il un verre d'alcool. 'Eh bien, m'sires, mon vieux gosier est sec comme le désert rouge. Et aucune grande histoire n'a jamais commencé par un homme mangeant une feuille de salade...';;;;;;;;;;;;x
EVTDESCwikid.2B;Before you stands an old haggard man in his fifties, maybe sixties. He doesn't look [Root.Culture.GetGroupName], nor does he look like a beggar. Intrigued you asked him about the map. The old man gave a smile [Root.Religion.GetRandomGodName] would be afraid of, '[Root.PrimaryTitle.GetFOA], it has come to my attention that you are looking for a way to acquire a valyrian steeel weapon. As it happens, I have a map in my possession that may help you with your....ambition. But before we continue, may I ask for an alcoholic refreshment?' Your [Root.GetLordSpiritualName], obviously annoyed, quickly asks 'Why do you need alcohol?'. The old man looks a bit down at his feet, waits a few seconds and refocuses back on you. 'Well, my lords, because no great story ever started with someone eating a salad.' ;Devant vous se tient un vieil homme au visage marqué par le temps. Il ne semble pas être [Root.Culture.GetGroupName] ni être un mendiant. Intrigué, vous lui posez des questions à propos de la carte. Le vieil homme vous répond par un sourire à faire faire à [Root.Religion.GetRandomGodName]. '[Root.PrimaryTitle.GetFOA], il est venu à mes oreilles que vous cherchiez à acquérir une épée en acier valyrien. J'ai justement en ma possession une carte qui pourrait vous aider dans vos... ambitions. Mais avant tout chose, puis-je vous demander un verre d'alcool ?' Votre  [Root.GetLordSpiritualName], qui ne semble guère apprécier le personnage, s'empresse de lui demander pourquoi veut-il un verre d'alcool. 'Eh bien, m'sires, mon vieux gosier est sec comme le désert rouge. Et aucune grande histoire n'a jamais commencé par un homme mangeant une feuille de salade...';;;;;;;;;;;;x
EVTDESCwikid.2C;Before you stands an old haggard man in his fifties, maybe sixties. He appears to be of valyrian descent, and does not look like a beggar. Intrigued you asked him about the map. The old man gave a smile [Root.Religion.GetRandomGodName] would be afraid of, '[Root.PrimaryTitle.GetFOA], it has come to my attention that you are looking for a way to acquire a valyrian steeel weapon. As it happens, I have a map in my possession that may help you with your....ambition. But before we continue, may I ask for an alcoholic refreshment?' Your [Root.GetLordSpiritualName], obviously annoyed, quickly asks 'Why do you need alcohol?'. The old man looks a bit down at his feet, waits a few seconds and refocuses back on you. 'Well, my lords, because no great story ever started with someone eating a salad.' ;Devant vous se tient un vieil homme au visage marqué par le temps. Il ne semble être un descendent valyrien ni être un mendiant. Intrigué, vous lui posez des questions à propos de la carte. Le vieil homme vous répond par un sourire à faire faire à [Root.Religion.GetRandomGodName]. '[Root.PrimaryTitle.GetFOA], il est venu à mes oreilles que vous cherchiez à acquérir une épée en acier valyrien. J'ai justement en ma possession une carte qui pourrait vous aider dans vos... ambitions. Mais avant tout chose, puis-je vous demander un verre d'alcool ?' Votre  [Root.GetLordSpiritualName], qui ne semble guère apprécier le personnage, s'empresse de lui demander pourquoi veut-il un verre d'alcool. 'Eh bien, m'sires, mon vieux gosier est sec comme le désert rouge. Et aucune grande histoire n'a jamais commencé par un homme mangeant une feuille de salade...';;;;;;;;;;;;x
EVTOPTAwikid.2;You had my curiosity, but now you have my full attention!;Vous aviez ma curiosité. Maintenant, vous avez mon attention.;;;;;;;;;;;;x
EVTOPTBwikid.2;Be gone you beggar! Off with you!;Va-t'en pouilleux ! J'en ai assez de toi !;;;;;;;;;;;;x
EVTTITLEwikid.3;To quest or not to quest;Partir en quête ou ne pas partir en quête.;;;;;;;;;;;;x
EVTDESCwikid.3;The old man tells you he is certain about the location of the valyrian steel you seek. He points to it on the map and appears convinced. No doubt the journey there will be long, arduous and very dangerous, put purchasing this map and following it could yield great reward.;Le vieil homme affirme être certain de l'endroit où se trouve l'épée en acier valyrien. Il indique un endroit sur la carte et semble convaincu. Pas de doute que le voyage sera long, ardu et dangereux. Mais acheter cette carte et suivre ses indications peuvent conduire à une grande récompense.;;;;;;;;;;;;x
EVTOPTAwikid.3;I am ready and prepared to undertake this.;Je suis prêt à m'en emparer.;;;;;;;;;;;;x
TOOLTIPwikid.4;You purchase the map, and prepare for the journey;Vous achetez la carte et vous préparez votre voyage;;;;;;;;;;;;x
EVTOPTBwikid.3;I'm not interested.;Je ne suis pas intéressé.;;;;;;;;;;;;x
EVTTITLEwikid.4;The Fellowship of House [Root.GetOnlyDynastyName];La compagnie de la maison [Root.GetOnlyDynastyName].;;;;;;;;;;;;x
EVTDESCwikid.4;Whilst preparing for the journey, your [Root.GetLordSpiritualName] suggests you should take someone with you on this journey. '[Root.PrimaryTitle.GetFOA], I have assembled a group of people who are at the top of their respective fields, and would be suitable to accompany you on your quest.';En préparant votre voyage, votre [Root.GetLordSpiritualName] vous conseille d'emmener quelqu'un avec vous pour ce voyage. '[Root.PrimaryTitle.GetFOA], j'ai rassemblé un groupe de personnes qui excellent dans leur domaine respectif.';;;;;;;;;;;;x
EVTOPTAwikid.4;The great warrior;Le guerrier fort;;;;;;;;;;;;x
EVTOPTBwikid.4;The sailor and navigator;Le marin doublé d'un navigateur;;;;;;;;;;;;x
EVTOPTCwikid.4;The comely healer;Une dame versée dans les arts de la guérison;;;;;;;;;;;;x
EVTOPTDwikid.4;The old man shall come with me;Le vieil homme devrait venir avec moi;;;;;;;;;;;;x
EVTTITLEwikid.5;Preparations for the Journey;Préparatifs pour le voyage.;;;;;;;;;;;;x
EVTDESCwikid.5;A ship will be required to travel across the leagues of sea to our destination, and through the dangers that will no doubt arise. Therefore it is time to go down to the docks to choose a vessel.;Un navire est nécessaire pour voyager à travers les mers jusqu'à votre destination, et au travers des dangers qui ne manqueront pas d'arriver. Il est temps de se rendre au port et de choisir un vaisseau.;;;;;;;;;;;;x
EVTOPTAwikid.5;A small transport ship will do;Un petit bateau de transport suffira;;;;;;;;;;;;x
EVTOPTBwikid.5;I will hire a sturdy cargo ship;Je vais louer une solide coque;;;;;;;;;;;;x
EVTOPTCwikid.5;Build me a large warship!;Construisez-moi un grand navire de guerre !;;;;;;;;;;;;x
EVTOPTDwikid.5;Have my [Root.GetShipName], prepared and provisioned!;Que '[Root.GetTitledFirstName]', mon navire amiral, soit prêt à appareiller !;;;;;;;;;;;;x
TOOLTIPoneyearconstruction;This powerful warship will take one year to build;Ce puissant navire de guerre va prendre une année à construire.;;;;;;;;;;;;x
EVTTITLEwikid.6;The Departed;Le Voyageur;;;;;;;;;;;;x
EVTDESCwikid.6;The ship is docked fully loaded and crewed ready to depart on our quest. [wikid_companion.GetFirstName] is alongside you on the bridge as you give the command to cast off.;Le navire est chargé et l'équipage est prêt au départ pour votre quête. [wikid_companion.GetFirstName] est à vos côtés sur le pont lorsque vous donner l'ordre de larguer les amarres.;;;;;;;;;;;;x
EVTOPTBwikid.6;You make a joke about naval life;Vous faites une blague sur la vie de marin.;;;;;;;;;;;;x
EVTTITLEwikid.7;It's not a pirates life for me;Ce n'est pas une vie de pirate pour moi.;;;;;;;;;;;;x
EVTDESCwikid.7;After many weeks sailing the seas, you are growing bored. Perhaps something can be done with [wikid_companion.GetFirstName] to pass the time?;Après plusieurs semaines en mer, la vie sur un bateau est ennuyeuse, vous devriez faire quelque chose avec [wikid_companion.GetFirstName] pour passer le temps.;;;;;;;;;;;;x
EVTOPTAwikid.7;I will visit [wikid_companion.GetHerHis] cabin tonight;Je visiterai sa cabine, cette nuit.;;;;;;;;;;;;x
EVTOPTBwikid.7;We shall play cyvasse;Nous devrions jouer au cyvosse.;;;;;;;;;;;;x
EVTOPTCwikid.7;We should have a duel;Nous devrions organiser un duel.;;;;;;;;;;;;x
EVTOPTDwikid.7;I will read a book;Je vais lire un livre.;;;;;;;;;;;;x
EVTOPTEwikid.7;I will amuse myself;Je vais trouver de quoi me distraire.;;;;;;;;;;;;x
TOOLTIPwikid.8;You pay a visit to [wikid_companion.GetFirstName]...;Vous rendez visite à [wikid_companion.GetFirstName]…;;;;;;;;;;;;x
TOOLTIPwikid.11;You have a game of cyvasse with [wikid_companion.GetFirstName];Vous jouez au cyvosse avec [wikid_companion.GetFirstName];;;;;;;;;;;;x
TOOLTIPwikid.18;You and [wikid_companion.GetFirstName] have a training duel;Vous vous entraînez au duel avec [wikid_companion.GetFirstName];;;;;;;;;;;;x
EVTDESCwikid.8;AI - Lady desc;AI - Description de la Dame;;;;;;;;;;;;x
EVTOPTAwikid.8;AI - Lady says yes;AI - La Dame dit oui;;;;;;;;;;;;x
EVTOPTBwikid.8;AI - Lady says no;AI - La dame dit non;;;;;;;;;;;;x
EVTDESCwikid.9;At the onset of night, you crept into [wikid_companion.GetFirstName]'s cabin. You enjoyed eachothers company for hours.;Au milieu de la nuit, vous vous faufilez dans sa cabine. Vous profitez l'un de l'autre pendant des heures.;;;;;;;;;;;;x
EVTOPTAwikid.9;What a pleasant young [wikid_companion.GetLadLass];Quelle plaisant(e) jeune homme/femme;;;;;;;;;;;;x
EVTDESCwikid.10;Come dusk, you crept into [wikid_companion.GetFirstName]'s cabin. [wikid_companion.GetSheHeCap] appeared to dislike it however.;Au crépuscule, vous vous faufilez dans la cabine de [wikid_companion.GetFirstName]. [wikid_companion.GetSheHeCap] semble ne pas avoir apprécié ce moment.;;;;;;;;;;;;x
EVTOPTAwikid.10;That was most unfortunate;Voilà qui est malheureux.;;;;;;;;;;;;x
EVTDESCwikid.11;AI - I will pick a move;AI - Je vais déplacer une pièce;;;;;;;;;;;;x
EVTOPTZwikid.11;AI - I win;AI - Je gagne;;;;;;;;;;;;x
EVTOPTAwikid.11;AI - Dragon;AI - Dragon;;;;;;;;;;;;x
EVTOPTBwikid.11;AI - Archer;AI - Archer;;;;;;;;;;;;x
EVTOPTCwikid.11;AI - Swordsman;AI - Lancier;;;;;;;;;;;;x
EVTOPTDwikid.11;AI - Rabble;AI - Piétaille;;;;;;;;;;;;x
EVTDESCwikid.12;You and [wikid_companion.GetFirstName] are playing cyvasse on the boat, [wikid_companion.GetSheHe] attacks with [wikid_companion.GetHerHis] dragon.;Vous et [wikid_companion.GetFirstName] jouez au cyvosse sur le bateau, [wikid_companion.GetSheHe] attaque avec son dragon.;;;;;;;;;;;;x
EVTOPTZwikid.12;A foolish move, your pieces are in position and you slay [wikid_companion.GetHerHis] King.;Un mouvement stupide, vos pièces sont en position et font tomber son roi. ;;;;;;;;;;;;x
EVTOPTAwikid.12;You attack with your Archer;Vous attaquez avec votre archer.;;;;;;;;;;;;x
EVTOPTBwikid.12;You attack with your Swordsman;Vous attaquez avec votre lancier.;;;;;;;;;;;;x
EVTOPTCwikid.12;You attack with your Rabble;Vous attaquez avec la piétaille.;;;;;;;;;;;;x
EVTOPTDwikid.12;You attack with your King;Vous attaquez avec votre roi.;;;;;;;;;;;;x
EVTDESCwikid.13;You and [wikid_companion.GetFirstName] are playing cyvasse on the boat, [wikid_companion.GetSheHe] attacks with [wikid_companion.GetHerHis] archer.;Vous et [wikid_companion.GetFirstName] jouez au cyvosse sur le bateau, [wikid_companion.GetSheHe] attaque avec son archer.;;;;;;;;;;;;x
EVTOPTZwikid.13;A foolish move, your pieces are in position and you slay [wikid_companion.GetHerHis] King.;Un mouvement stupide, vos pièces sont en position et font tomber son roi. ;;;;;;;;;;;;x
EVTOPTAwikid.13;You attack with your Archer;Vous attaquez avec votre archer.;;;;;;;;;;;;x
EVTOPTBwikid.13;You attack with your Swordsman;Vous attaquez avec votre lancier.;;;;;;;;;;;;x
EVTOPTCwikid.13;You attack with your Rabble;Vous attaquez avec la piétaille.;;;;;;;;;;;;x
EVTOPTDwikid.13;You attack with your King;Vous attaquez avec votre roi.;;;;;;;;;;;;x
EVTDESCwikid.14;You and [wikid_companion.GetFirstName] are playing cyvasse on the boat, [wikid_companion.GetSheHe] attacks with [wikid_companion.GetHerHis] swordsmen.;Vous et [wikid_companion.GetFirstName] jouez au cyvosse sur le bateau, [wikid_companion.GetSheHe] attaque avec ses lanciers.;;;;;;;;;;;;x
EVTOPTZwikid.14;A foolish move, your pieces are in position and you slay [wikid_companion.GetHerHis] King.;Un mouvement stupide, vos pièces sont en position et font tomber son roi. ;;;;;;;;;;;;x
EVTOPTAwikid.14;You attack with your Archer;Vous attaquez avec votre archer.;;;;;;;;;;;;x
EVTOPTBwikid.14;You attack with your Swordsman;Vous attaquez avec votre lancier.;;;;;;;;;;;;x
EVTOPTCwikid.14;You attack with your Rabble;Vous attaquez avec votre piétaille.;;;;;;;;;;;;x
EVTOPTDwikid.14;You attack with your King;Vous attaquez avec votre roi.;;;;;;;;;;;;x
EVTDESCwikid.15;You and [wikid_companion.GetFirstName] are playing cyvasse on the boat, [wikid_companion.GetSheHe] attacks with [wikid_companion.GetHerHis] rabble.;Vous et [wikid_companion.GetFirstName] jouez au cyvosse sur le bateau, [wikid_companion.GetSheHe] attaque avec la piétaille.;;;;;;;;;;;;x
EVTOPTZwikid.15;A foolish move, your pieces are in position and you slay [wikid_companion.GetHerHis] King.;Un mouvement stupide, vos pièces sont en position et font tomber son roi. ;;;;;;;;;;;;x
EVTOPTAwikid.15;You attack with your Archer;Vous attaquez avec votre archer.;;;;;;;;;;;;x
EVTOPTBwikid.15;You attack with your Swordsman;Vous attaquez avec votre lancier.;;;;;;;;;;;;x
EVTOPTCwikid.15;You attack with your Rabble;Vous attaquez avec la piétaille.;;;;;;;;;;;;x
EVTOPTDwikid.15;You attack with your King;Vous attaquez avec votre roi.;;;;;;;;;;;;x
EVTDESCwikid.16;Your mastery of tactics and combat has secured you a victory on the cyvasse table.;Votre maîtrise des tactiques de combat et de la stratégie vous a apporté la victoire sur la table de cyvosse.;;;;;;;;;;;;x
EVTOPTAwikid.16;I am victorious!;Je suis victorieux !;;;;;;;;;;;;x
EVTDESCwikid.17;[wikid_companion.GetFirstName]'s mastery of tactics and strategy has secured [wikid_companion.GetHerHim] a victory on the cyvasse table.;La maîtrise de [wikid_companion.GetFirstName] des tactiques de combat et de la stratégie lui a apporté la victoire sur la table de cyvosse.;;;;;;;;;;;;x
EVTOPTAwikid.17;I don't like childrens games anyway;Je n'aime pas jeux de gamins, de toute façon.;;;;;;;;;;;;x
EVTDESCwikid.18;AI - Having a duel ;AI - Battons-nous en duel ;;;;;;;;;;;;x
EVTOPTAwikid.18;AI- Fight;AI- En garde !;;;;;;;;;;;;x
EVTDESCwikid.180;Me and [wikid_companion.GetFirstName] had a fierce training duel on the deck of the ship, with many of the crew stopping to spectate. [wikid_companion.GetFirstName] defeated me in this fight.;[wikid_companion.GetFirstName] et moi nous nous sommes défiés en duel sur le pont du bateau. L'équipage a arrêté son travail pour nous regarder. Il semble que ma maîtrise des armes soit inférieure à la sienne car j'ai été défait.;;;;;;;;;;;;x
EVTOPTAwikid.180;I will learn from this;J'ai appris de cette défaite.;;;;;;;;;;;;x
EVTDESCwikid.181;Me and [wikid_companion.GetFirstName] had a fierce training duel on the deck of the ship, with many of the crew stopping to spectate. [wikid_companion.GetFirstName] was tough, but I managed to overcome [wikid_companion.GetHerHim].;[wikid_companion.GetFirstName] et moi nous nous sommes défié en duel sur le pont du bateau. L'équipage a arrêté son travail pour nous regarder. [wikid_companion.GetFirstName] est habile mais j'ai gagné.;;;;;;;;;;;;x
EVTOPTAwikid.181;Practice makes perfect;L'entrainement aide à se perfectionner.;;;;;;;;;;;;x
EVTDESCwikid.19;I have a selection of books stowed on the ship to read...;J'ai apporté avec moi quelques livres…;;;;;;;;;;;;x
EVTOPTAwikid.19;The Lusty Tyroshian Maid;La Femme de Chambre Tyroshi;;;;;;;;;;;;x
EVTOPTBwikid.19;Naval Signals and Etiquette;Signes Nautiques et Etiquette;;;;;;;;;;;;x
EVTOPTCwikid.19;Valyrian For Dummies;Le Haut Valyrien Pour Les Nuls;;;;;;;;;;;;x
EVTOPTDwikid.19;Review [Root.PrimaryTitle.GetName]'s accounts for the last year;Revoir les comptes de [Root.PrimaryTitle.GetName] pour l'année dernière.;;;;;;;;;;;;x
EVTTITLEwikid.20;Pirates Sighted!;Des pirates ont été aperçus !;;;;;;;;;;;;x
EVTDESCwikid.20;The look-out atop the ship's mast has spotted another vessel on the horizon. As it comes closer you realise that it must be pirates...;La vigie a aperçu un autre vaisseau à l'horizon. Alors qu'il s'approche, vous réalisez qu'il s'agit de pirates…;;;;;;;;;;;;x
EVTOPTAwikid.20;Drakarys!;Dracarys !;;;;;;;;;;;;x
EVTOPTBwikid.20;Lord of Light Give me strength and ignite the pirates gunpowder stores.;Que le Maître de la Lumière me donne la force et embrase les réserves de poudre  de ces mécréants. ;;;;;;;;;;;;x
EVTOPTCwikid.20;Your whale attacks!;Votre baleine attaque !;;;;;;;;;;;;x
EVTOPTDwikid.20;Sea Lion attacks!;Votre otarie attaque !;;;;;;;;;;;;x
EVTOPTEwikid.20;Use your knowlege of Naval signals to request a parley;Utiliser vos connaissances en signaux maritimes pour demander une rencontre.;;;;;;;;;;;;x
EVTOPTFwikid.20;Use your [wikid_companion.GetFirstName]'s knowlege of naval signals to request a parley;Utiliser les connaissances en signaux maritimes de [wikid_companion.GetFirstName] pour demander une rencontre.;;;;;;;;;;;;x
EVTOPTGwikid.20;Attempt to fight them using your large warship;Tenter de les affronter avec votre grand navire de guerre.;;;;;;;;;;;;x
EVTOPTHwikid.20;Attempt to fight them using your cargo ship;Tenter de les affronter avec votre cogue.;;;;;;;;;;;;x
EVTOPTIwikid.20;Attempt to fight them using your small transport ship;Tenter de les affronter avec votre petit bateau de transport.;;;;;;;;;;;;x
EVTOPTJwikid.20;Attempt to board them and slay the crew;Tenter de les aborder et de tuer l'équipage.;;;;;;;;;;;;x
EVTOPTKwikid.20;Attempt to sail away and escape;Tenter de leur échapper.;;;;;;;;;;;;x
TOOLTIPwikid.21;Your dragon burns the pirates...;Votre dragon met le feu aux pirates…;;;;;;;;;;;;x
TOOLTIPwikid.22;The pirate ship suffers a fatal calamity...;Le navire pirate subit un dommage fatal ;;;;;;;;;;;;x
TOOLTIPwikid.23;Your whale attacks...;La baleine attaque…;;;;;;;;;;;;x
TOOLTIPwikid.24;Your sealion attacks...;L'otarie attaque…;;;;;;;;;;;;x
TOOLTIPwikid.25;You parley with the pirates...;Vous parlementez avec les pirates…;;;;;;;;;;;;x
EVTTITLEwikid.200;Escaped;A fuit.;;;;;;;;;;;;x
EVTDESCwikid.200;Raising the mainsail and turning in the direction of the wind was enough to beat the pirates at sea.;Lever la grand-voile et mettre le bateau de le sens du vent a suffi pour semer les pirates.;;;;;;;;;;;;x
EVTOPTAwikid.200;Ho ho ho and a bottle of.....;Ho ho ho, et une bouteille de...;;;;;;;;;;;;x
EVTTITLEwikid.201;Victory!;Victoire !;;;;;;;;;;;;x
EVTDESCwikid.201;Your ship fired its cannons at the pirate ship, the pirate ship fired its cannons at you, then you fired your cannons at the pirate ship and it fired its cannons back at you. This went on for a while but then the pirate ship was sunk.;Votre bateau engage le navire pirate. Les deux équipages lancent des traits et de nombreux hommes perdent la vie d'un côté comme de l'autre. Le combat dure depuis plusieurs minutes lorsque vous parvenez enfin à faire charger la grande baliste placée à la proue du navire. Vous faites feu, vous entendez un grand craquement puis des cris. Vous avez coulé le bateau ennemi !;;;;;;;;;;;;x
EVTOPTAwikid.201;Proceed onwards!;Poursuivez-les !;;;;;;;;;;;;x
EVTOPTBwikid.201;Hug your ships mainsail and proceed;Déployez la grand-voile et poursuivez-les !;;;;;;;;;;;;x
EVTTITLEwikid.21;Drakarys;Dracarys !;;;;;;;;;;;;x
EVTDESCwikid.21;You lept atop your dragon, and bathed the pirate ship in fire from the air, avoiding all arrows and crossbow bolts aimed in your direction. The pirates burned alive and the ship is now nothing but charred wood at the bottom of the sea.;Votre dragon a bien travaillé, volant autour du navire ennemi, évitant les flèches et carreaux ennemies, frôlant son mât à plusieurs reprises avant de déverser une pluie de feu sur l'équipage. Les pirates ont brûlé vif et le navire n'est plus qu'un amas de cendres et de bois calcinés au fond des mers;;;;;;;;;;;;x
EVTOPTAwikid.21;*You smirk*;Vous souriez, satisfait.;;;;;;;;;;;;x
EVTTITLEwikid.22;Through the Fire and the Flames;Par le feu et les flammes.;;;;;;;;;;;;x
EVTDESCwikid.22;You close your eyes and ask for the lord of light's help. The second you open them the pirate ship explodes. The smell of burnt flesh and burning wood is all that remains of the pirates;Vous fermez les yeux et implorez l'aide du Maître de la Lumière. Au moment même où vous les rouvrez le navire pirate explose dans une gerbe de feu. L'odeur de chair et de bois brûlés est tout ce qui reste des pirates.;;;;;;;;;;;;x
EVTOPTAwikid.22;The night is dark and full of terrors;La nuit est sombre et pleine de terreur.;;;;;;;;;;;;x
EVTTITLEwikid.23;Killer Whale;Baleine tueuse;;;;;;;;;;;;x
EVTDESCwikid.23;On command your whale suddenly emerges from the water and slams into the side of the pirate ship, causing it to capsize and sink.;Sur votre ordre, votre baleine surgit des flots et percute avec violence la coque du navire pirate, créant une brèche qui fait couler le bateau.;;;;;;;;;;;;x
EVTOPTAwikid.23;Good work whale;Bien joué baleine !;;;;;;;;;;;;x
EVTTITLEwikid.24;Killer Sea Lion;Otarie tueuse;;;;;;;;;;;;x
EVTDESCwikid.24;Your sea lion cunningly punches many holes in the hull of the pirate ship. They are unable to stem the flood of water into their ship, and eventually sink.;Votre otarie parvient à creuser plusieurs trous dans la coque du navire pirate. Ils n'arrivent pas à colmater les brèches et finalement, ils coulent. ;;;;;;;;;;;;x
EVTOPTAwikid.24;Good work Sea Lion;Bien joué !;;;;;;;;;;;;x
EVTTITLEwikid.25;A Dance with Pirates;Une danse avec les pirates;;;;;;;;;;;;x
EVTDESCwikid.25;You signal the pirate ship to approach, draw alongside and begin a parley with the captain of the pirate ship.;Vous demandez au bateau de pirate d'approcher grâce à vos signaux. Vous voulez parlementer.;;;;;;;;;;;;x
EVTOPTAwikid.25;I am [Root.GetFirstName] of House [Root.GetOnlyDynastyName], you had best leave now;Intimider - Je suis [Root.GetFirstName] de la maison [Root.GetOnlyDynastyName]. Vous feriez mieux de déguerpir, maintenant.;;;;;;;;;;;;x
EVTOPTBwikid.25;I am no merchant to plunder, take this tribute and be gone;Corrompre - Je ne suis pas un marchand à qui on fait les poches… prenez ces dragons d'or et partez.;;;;;;;;;;;;x
EVTOPTCwikid.25;Launch a surprise attack!;Attaque surprise - En garde !;;;;;;;;;;;;x
EVTOPTDwikid.25;Oh you are so great at pirating, please don't hurt me!;Flatter - Vous êtes sûrement les plus fiers et courageux pirates que je n'ai jamais vu. Je suis sûr que vous êtes aussi des hommes miséricordieux…;;;;;;;;;;;;x
EVTDESCwikid.26;A battle with the pirates begin, you and [wikid_companion.GetFirstName] draw swords....;Une bataille contre les pirates commence, vous et [wikid_companion.GetFirstName] dégainez vos armes.;;;;;;;;;;;;x
EVTOPTAwikid.26;I will fight this pirate captain;Je vais affronter ce capitaine pirate.;;;;;;;;;;;;x
EVTOPTBwikid.26;[wikid_companion.GetFirstName], take the captain!;[wikid_companion.GetFirstName], va affronter ce capitaine pirate !;;;;;;;;;;;;x
TOOLTIPwikid.27;You duel [This.GetTitledFirstName];Vous vous battez en duel avec [This.GetTitledFirstName];;;;;;;;;;;;x
TOOLTIPwikid.27B;[wikid_companion.GetFirstName] duels [This.GetTitledFirstName];[wikid_companion.GetFirstName] se bat en duel avec [This.GetTitledFirstName];;;;;;;;;;;;x
EVTDESCwikid.27;Event 27 - AI Pirate initiates;Evénement 27 - AI - le pirate commence;;;;;;;;;;;;x
EVTOPTAwikid.27;AI - Pirate 1 v player;AI - Pirate 1  contre Joueur;;;;;;;;;;;;x
EVTOPTBwikid.27;AI - Pirate 1 v companion;AI - Pirate 1 contre compagnon;;;;;;;;;;;;x
