#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_snow;Snow;Snow;Snow;;Nieve;;;;;;;;;x
ask_legitimize_bastard_desc;Ask the King to declare that §Y[This.GetBestName]§! is a legitimate child and not a bastard after all...;Demander au Roi de déclarer que §Y[This.GetBestName]§! est un enfant légitime et non un bâtard… ;;;Pedir al Rey que declare que §Y[This.GetBestName]§! es un hijo legítimo y no un bastardo...;;;;;;;;;x
EVTTOOLTIP76107;will consider your petition;va prendre en compte votre demande;;;considerará vuestra petición;;;;;;;;;x
EVTDESC76107;[Root.PrimaryTitle.GetFOA], I humbly request that I be legitimised as the [From.GetSonDaughter] of [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], and be made a fully recognized member of House [bastard_father.GetOnlyDynastyName]. I wish this to affirm my rightful rule over [From.PrimaryTitle.GetName].\n\n Regards,\n[From.GetTitledFirstNameWithNick];[Root.PrimaryTitle.GetFOA], je demande humblement à être légitimé comme [From.GetSonDaughter] de [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName], et à être pleinement reconnu(e) comme un membre de la maison [bastard_father.GetOnlyDynastyName]. J’affirme mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], humildemente pido ser legitimado y poder ser un miembro de mi casa plenamente reconocido, para hacer legítimo mi derecho a reinar sobre [From.PrimaryTitle.GetName].\n\n Saludos,\n[From.GetBestName];;;;;;;;;x
EVTDESC76107B;[Root.PrimaryTitle.GetFOA], I humbly request that you use your powers of regency over [Root.Liege.GetTitledFirstName] to legitimise me as the [From.GetSonDaughter] of [bastard_father.GetTitledFirstName] [bastard_father.GetOnlyDynastyName]. I wish to be made a fully recognized member of House [bastard_father.GetOnlyDynastyName], so as to affirm my rightful rule over [From.PrimaryTitle.GetName].\n\n Regards,\n[From.GetTitledFirstNameWithNick];[Root.PrimaryTitle.GetFOA], je demande humblement à ce que vous usiez de vos pouvoirs en tant que régent(e) de [Root.Liege.GetTitledFirstName] pour me légitimer et me reconnaître comme un membre de la maison [From.GetOnlyDynastyName], pour pouvoir affirmer mes droits légitimes à gouverner [From.PrimaryTitle.GetName].\n\n Cordialement,\n[From.GetTitledFirstNameWithNick];;;[Root.PrimaryTitle.GetFOA], humildemente pido ser legitimado y poder ser un miembro de mi casa plenamente reconocido, para hacer legítimo mi derecho a reinar sobre [From.PrimaryTitle.GetName].\n\n Saludos,\n[From.GetBestName];;;;;;;;;x
EVTOPTA76107;Your request is granted;Votre requête est acceptée;;;Vuestra petición ha sido aceptada;;;;;;;;;x
EVTOPTB76107;I don't think so;Je refuse;;;No lo creo;;;;;;;;;x
TOOLTIP76108;shall be legitimised;sera légitimé;;;Será legitimado;;;;;;;;;x
EVTDESC76108;[Root.GetBestName], I have decided to accept your request. I hereby decree that you shall henceforth be known as a legitimate member of House [Root.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of the House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetBestName], j'ai décidé d'agréer à votre requête. Par la présente, je décrète que vous serez dorénavant reconnu(e) comme membre légitime de la maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstName] [Root.GetOnlyDynastyName], he decidido aceptar vuestra reclamación. Por la presente declaro que [FromFrom.GetBestName] de aquí en adelante será reconocido como legítimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa  [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTA76108;Many thanks;Merci beaucoup;;;Muchísimas gracias;;;;;;;;;x
EVTDESC76109;[Root.GetBestName], After considering your request, I have decided that you shall not be legitimised. It is not the just thing to do.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetBestName], après avoir examiné votre requête, j'ai décidé que vous ne serez pas légitimé(e). Ce n'est pas la bonne chose à faire.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstName] [Root.GetOnlyDynastyName], después de considerar vuestra reclamación, he decidido que [FromFrom.GetBestName] no seréis legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTA76109;But it is my right!;Mais c'est mon droit !;;;Pero es mi derecho!;;;;;;;;;x
EVTDESCbastard.499;Your [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] has made a request for legitimisation, and as regent [From.GetTitledFirstName] has the right to make the decision. [From.GetSheHeCap] chose to reject [FromFrom.GetTitledFirstName]'s request.;Votre [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] a fait une demande de légitimation, et en tant que régent(e) [From.GetTitledFirstName] a le droit de prendre une telle décision. [From.GetSheHeCap] a choisi de rejeter la demande de [FromFrom.GetTitledFirstName].;;;Tu [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] ha hecho una solicitud de legitimación, y como regente [From.GetTitledFirstName] tiene el derecho de tomar la decisión. Ha optado por rechazar la petición de [FromFrom.GetTitledFirstName].;;;;;;;;;x
EVTOPTAbastard.499;I'm sure [From.GetTitledFirstName] knows what [From.GetSheHe] is doing;Je suis sûr que [From.GetTitledFirstName] sait ce qu'[From.GetSheHe] fait;;;Estoy seguro de que [From.GetTitledFirstName] sabe lo que está haciendo;;;;;;;;;x
EVTDESCbastard.500;Your [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] has made a request for legitimisation, and as regent [From.GetTitledFirstName] has the right to make the decision. [From.GetSheHeCap] chose to accept the request, making [FromFrom.GetTitledFirstName] a fully recognized member of House [FromFrom.GetOnlyDynastyName].;Votre [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] a fait une demande de légitimation, et en tant que régent(e) [From.GetTitledFirstName] a le droit de prendre une telle décision. [From.GetSheHeCap] a choisi d'accepter la demande, faisant de [FromFrom.GetTitledFirstName] un membre reconnu de la maison [FromFrom.GetOnlyDynastyName].;;;Tu [GetFromFromRelation] [FromFrom.GetTitledFirstNameWithNick] ha hecho una solicitud de legitimación, y como regente [From.GetTitledFirstName] tiene el derecho de tomar la decisión. Ha optado por aceptar la solicitud, haciendo de [FromFrom.GetTitledFirstName] un miembro de pleno derecho de la Casa [FromFrom.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTAbastard.500;[FromFrom.GetTitledFirstName] will be pleased;[FromFrom.GetTitledFirstName] sera content.;;;[FromFrom.GetTitledFirstName] estará encantado;;;;;;;;;x
EVTDESCbastard.501;[Root.GetTitledFirstName], I have decided to accept a request from your [GetFromRelation] [From.GetTitledFirstName] asking for legitimisation. I hereby decree that [From.GetSheHe] shall henceforth be known as a legitimate member of House [From.GetOnlyDynastyName].\n\n Regards,\n[FromFrom.GetTitle] [FromFrom.GetFirstName] of the House [FromFrom.GetOnlyDynastyName], the [FromFrom.GetRegnalOrdinal] of [FromFrom.GetHerHis] name;[Root.GetTitledFirstName], j'ai décidé d'accepter la requête en légitimation de votre [GetFromRelation] [From.GetTitledFirstName]. Par la présente je décrète qu'[From.GetSheHe] sera désormais connu(e) comme membre légitime de la maison [From.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetTitledFirstName], he decidido aceptar la petición de su [GetFromRelation] [From.GetTitledFirstName] pidiendo legitimación. Por el presente decreto que [From.GetSheHe] a partir de ahora se conocerá como un miembro legítimo de la Casa [From.GetOnlyDynastyName].\n\nAtentamente,\n [FromFrom.GetTitle] [FromFrom.GetFirstName] de la Casa [FromFrom.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbastard.501;A fine addition to House [From.GetOnlyDynastyName];Un bon ajout à la maison [From.GetOnlyDynastyName];;;Una buena incorporación a la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTBbastard.501;Why was I not consulted?!;Pourquoi ne suis-je pas consulté ?!;;;Porqué no se me consultó?!;;;;;;;;;x
opinion_legitimised_kin_angry;Angry at Legitimisation of Kin;En colère de la légitimation d'un parent;;;Enfadado por la legitimación de un pariente;;;;;;;;;x
#EVTDESC76110;[Root.PrimaryTitle.GetFOA], I humbly request that my bastard child is legitimised and be made a fully recognized member of House [From.GetOnlyDynastyName].\n\n Regards,\n[From.GetFirstName] [From.GetOnlyDynastyName];[Root.PrimaryTitle.GetFOA], je vous demande humblement à ce que mon bâtard, [From.GetBestName], soit légitimé et pleinement reconnu comme membre de la Maison [From.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], humildemente pido que mi hijo bastardo sea legitimado y reconocido como miembro de la Casa [From.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetFirstName] [From.GetOnlyDynastyName];;;;;;;;;x
#EVTDESC76111;[Root.GetFirstName] [Root.GetOnlyDynastyName], I have decided to accept your request. I hereby decree that your bastard child shall henceforth be known as a legitimate member of House [Root.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of the House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetFirstName] [Root.GetOnlyDynastyName], j'ai décidé d'accéder à votre requête. Par la présente, je décrète que votre enfant bâtard(e) sera dorénavant connu(e) comme un membre légitime de la Maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstName] [Root.GetOnlyDynastyName], he decidido aceptar vuestra reclamación. Por la presente declaro que [FromFrom.GetBestName] de aquí en adelante será reconocido como legitimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;;;;;;;x
EVTDESC76112;[Root.GetFirstName] [Root.GetOnlyDynastyName], After considering your request, I have decided that your bastard child shall not be legitimised.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];[Root.GetFirstName] [Root.GetOnlyDynastyName], après avoir considéré votre requête, j'ai décidé que votre bâtard ne sera pas légitimé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;[Root.GetFirstName] [Root.GetOnlyDynastyName], después de considerar vuestra reclamación, he decidido que [FromFrom.GetBestName] no será legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTD76015;I will ask the King;Je vais demander au Roi;;;Preguntaré al Rey;;;;;;;;;x
EVTOPTC76021;Possibly, I will ask the King;Je vais peut-être demander au Roi;;;Posiblemente, preguntaré al Rey;;;;;;;;;x
EVTOPTC76022;I tried, but the King refused;J'ai essayé, mais le Roi a refusé;;;Lo intenté, pero el Rey lo rechazó;;;;;;;;;x
EVTTOOLTIP76022C;will be notified of the King's refusal;va être informé du refus du Roi;;;serás informado de la disconformidad del Rey;;;;;;;;;x
EVTTOOLTIP76022B;will be notified of the King's acceptance;va être informé de l'accord du Roi;;;serás informado de la conformidad del Rey;;;;;;;;;x
opinion_accepted_legit;Accepted Legitimisation;A accepté la légitimation;;;Acepta la legitimización;;;;;;;;;x
opinion_refused_legit;Refused Legitimisation;A refusé la légitimation;;;Rechaza la legitimización;;;;;;;;;x
EVTOPTA76109;Why would [From.GetSheHe] refuse?;Pourquoi refuserait-[From.GetSheHe] ?;;;¿Por qué la rechazaría?;;;;;;;;;x
legitimize_self;Legitimise Yourself;Vous légitimer vous-même;;;Legitimarte;;;;;;;;;x
legitimize_self_desc;As [Root.GetTitle] you have the authority to declare yourself a trueborn member of your House and legitimate heir to [Root.PrimaryTitle.GetName];En tant que [Root.GetTitle] vous avez l'autorité nécessaire pour vous déclarer membre légitime de votre maison et héritier légitime de [Root.PrimaryTitle.GetName];;;Como [Root.GetTitle] tienes autoridad para declararte un verdadero miembro nacido de tu Casa y heredero legítimo.;;;;;;;;;x
ask_liege_for_legitimisation;Request Legitimisation;Demander la légitimation;;;Solicitar legitimación.;;;;;;;;;x
ask_liege_for_legitimisation_desc;Ask your Liege to declare that you are a trueborn member of your House and legitimate heir to [Root.PrimaryTitle.GetName];Demander à votre suzerain de vous reconnaitre comme membre légitime de votre maison et héritier légitime de [Root.PrimaryTitle.GetName];;;Pídele a tu Señor que declare que eres un verdadero miembro nacido de tu Casa y heredero legítimo;;;;;;;;;x
#EVTDESC76107;[Root.PrimaryTitle.GetFOA], I humbly request that my bastard child, [From.GetBestName], is legitimised and be made a fully recognized member of House [From.GetOnlyDynastyName].\n\n Regards,\n[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName];[Root.PrimaryTitle.GetFOA], je vous demande humblement à ce que mon bâtard, [From.GetBestName], soit légitimé et pleinement reconnu comme membre de la Maison [From.GetOnlyDynastyName].\n\n Cordialement,\n[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], humildemente pido que mi bastardo, [From.GetBestName], sea legitimado y se le reconozca como miembro de todo derecho de la Casa [From.GetOnlyDynastyName].\n\n Cordialmente,\n[FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName];;;;;;;;;x
#EVTDESC76108;[Root.GetFirstName] [Root.GetOnlyDynastyName], I have decided to accept your request. I hereby decree that [FromFrom.GetBestName] henceforth be known as legitimate member of House [Root.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of the House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name;[Root.GetFirstName] [Root.GetOnlyDynastyName], j'ai décidé d'accéder à votre requête. Par la présente, je décrète que [FromFrom.GetBestName] sera dorénavant connu(e) comme un membre légitime de la Maison [Root.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetRegnalOrdinal] de son nom;;;[Root.GetFirstName] [Root.GetOnlyDynastyName], he decidido aceptar vuestra reclamación. Por la presente declaro que [FromFrom.GetBestName] de aquí en adelante será reconocido como legitimo miembro de la Casa [Root.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;;;;;;;x
#EVTDESC76109;[Root.GetFirstName] [Root.GetOnlyDynastyName], After considering your request, I have decided that [FromFrom.GetBestName] shall not be legitimised.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];[Root.GetFirstName] [Root.GetOnlyDynastyName], après avoir considéré votre requête, j'ai décidé que [FromFrom.GetBestName] ne sera pas légitimé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;[Root.GetFirstName] [Root.GetOnlyDynastyName], después de considerar vuestra reclamación, he decidido que [FromFrom.GetBestName] no será legitimado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] [From.GetOnlyDynastyName];;;;;;;;;x
first_night;First Night;Première nuit;;;Derecho de Pernada;;;;;;;;;x
first_night_desc;The First Night is a tradition practiced in Westeros and by Valyrians where when commoners or peasants marry, their lord or king might bed the bride on the first night. This tradition sometimes even allows kings to bed the wives of nobles on their wedding night, although this rarely takes place, as a shrewd ruler would be aware of the resentment this would cause and how easily it could make enemies.;La première nuit est une tradition pratiquée à Westeros et par les Valyriens. Lorsque les petites gens se marient, leur lord ou leur roi peut prendre la virginité de la mariée. Cette tradition peut même parfois permettre à un roi de coucher avec la femme d'un noble le soir de leur nuit de noce. Mais une telle pratique est rare, tant le risque est grand de se faire ainsi des ennemis.;;;El derecho de pernada es una tradición practicada en Poniente y en Valyria. Cuando los campesinos se casan, su señor o rey podía reclamar a la novia en la primera noche. Esta tradición permite que los reyes se lleven al lecho a las esposas de los nobles en su noche de bodas, aunque esto rara vez se lleva a cabo, todo un gobernante astuto sería consciente del resentimiento que esto causa y la facilidad con que podía hacer enemigos.;;;;;;;;;x
first_night_0;First Night Abolished;Première Nuit abolie;;;Derecho de pernada abolido;;;;;;;;;x
first_night_0_option;Illegal;Illegale;;;Ilegal;;;;;;;;;x
first_night_0_desc;The practice of the First Night is illegal. A Lord who is caught practicing it can be punished accordingly.;La pratique de la première nuit est illégale. Un lord surpris entrain de la pratiquer peut être sanctionné.;;;La práctica del derecho de pernada es ilegal. Un Señor que sea sorprendido practicándola será castigado en consecuencia.;;;;;;;;;x
first_night_1;Legal First Night;Première nuit légale;;;Derecho de pernada legal;;;;;;;;;x
first_night_1_option;Legal;Légale;;;Legal;;;;;;;;;x
first_night_1_desc;The practice of the First Night is legal, Lords may choose to bed newly wed brides in their realm at their discretion.;La pratique de la première nuit est légale. Un lord peut choisir de prendre la virginité de toutes les femmes se mariant sur ses domaines.;;;La práctica del derecho de pernada es legal, los Señores puede elegir de tomarla virginidad de todas las mujeres que se casan en sus dominios.;;;;;;;;;x
EVTDESC76110;The practice of the First Night is fully legal in [Root.PrimaryTitle.GetName], and you are not adverse to practicing it from time to time. One peasant who you had such an encounter with has had a child, and by all accounts it looks very much like you...;La pratique de la première est totalement légale à [Root.PrimaryTitle.GetName], et vous n'êtes pas contre le fait de la pratiquer de temps en temps. Une paysanne avec laquelle vous avez couché a eu un enfant, et ce dernier vous ressemble beaucoup…;;;La práctica del derecho de pernada es totalmente legal en [Root.PrimaryTitle.GetName], y tu no eres contrario a practicarla de vez en cuando. Una campesina con la que tuviste un encuentro ha tenido un hijo, y ciertamente se parece mucho a ti…;;;;;;;;;x
EVTOPTA76110;That is not my child;Ce n'est pas mon enfant.;;;Ese no es mi hijo;;;;;;;;;x
EVTOPTB76110;Yes, I acknowledge it as mine;Oui, c'est bien le mien.;;;Sí, lo reconozco como mío;;;;;;;;;x
EVTOPTC76110;I shall legitimise it;Je vais le légitimer.;;;Voy a legitimarlo;;;;;;;;;x
EVTDESC76111;It seems your [GetFromRelation] [From.GetTitledFirstName] has been eagerly claiming his right to the First Night of many peasants in [Root.Capital.GetName], for one of his encounters has resulted in a child. He has claimed the child as his own and brought it into the household.;Il semble que votre [GetFromRelation] [From.GetTitledFirstName] ne s'est pas gardé de faire valoir ses droits de première nuit envers de nombreuses paysannes de [Root.Capital.GetName], puisque l'une de ces femmes a mis au monde un enfant. Il l'a reconnu et l'a pris avec lui.;;;Parece que tu [GetFromRelation] [From.GetTitledFirstName] ha estado reclamando ansiosamente su derecho de pernada a muchos campesinos en [Root.Capital.GetName], uno de sus encuentros se ha transformado en un niño. Ha reclamado el hijo como suyo y se lo llevó a la casa.;;;;;;;;;x
abolished_first_night;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
opinion_abolished_first_night_bad;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
opinion_abolished_first_night_good;Abolished First Night;A aboli la première nuit;;;Ha abolido el derecho de pernada;;;;;;;;;x
legalised_first_night;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
opinion_legalised_first_night_good;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
opinion_legalised_first_night_bad;Legalised First Night;A légalisé la première nuit;;;Ha legalizado el derecho de pernada;;;;;;;;;x
claimed_first_night;First Night Claimed;Fait valoir la première nuit;;;Ha reclamado el derecho de pernada;;;;;;;;;x
EVTOPT76111;Another [From.GetOnlyDynastyName] seed;Une autre graine [From.GetOnlyDynastyName];;;Otra semilla [From.GetOnlyDynastyName];;;;;;;;;x
TOOLTIPEVTOPTA76110;[This.GetFirstName] is denounced, becoming fatherless\n;[This.GetFirstName] n'est pas reconnu(e) et n'a donc plus de père\n;;;[This.GetFirstName] ha sido repudiado, convirtiéndose en huérfano\n;;;;;;;;;x
opinion_confirmed_first_night;Enforced Lord's Right to the First Night;Première nuit forcée;;;Legalizado el derecho de pernada;;;;;;;;;x
opinion_restricted_first_night;Restricted Lord's Right to the First Night;Première nuit interdite;;;Abolido el derecho de pernada;;;;;;;;;x
