#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_asoiaf_ironislands_basevalue_3;Small Iron Islands Castle;Petit château fer-né;Small Iron Islands Castle;Small Iron Islands Castle;Castillo Pequeño de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_ironislands_basevalue_4;Common Iron Islands Castle;Château fer-né ordinaire;Common Iron Islands Castle;Common Iron Islands Castle;Castillo Mediano de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_ironislands_basevalue_5;Large Iron Islands Castle;Grand château fer-né;Large Iron Islands Castle;Large Iron Islands Castle;Castillo Grande de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_ironislands_basevalue_6;Huge Iron Islands Fortress;Puissante forteresse fer-née;Huge Iron Islands Fortress;Huge Iron Islands Fortress;Fortaleza de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_1;Small Iron Islands Village;Hameau fer-né;Small Iron Islands Village;Small Iron Islands Village;Pequeña Aldea de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_2;Iron Islands Village;Village fer-né;Iron Islands Village;Iron Islands Village;Aldea de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_3;Small Iron Islands Town;Bourg fer-né;Small Iron Islands Town;Small Iron Islands Town;Pueblo Pequeño de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_4;Large Iron Islands Town;Petite ville fer-née;Large Iron Islands Town;Large Iron Islands Town;Pueblo Grande de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_5;Small Iron Islands City;Ville fer-née;Small Iron Islands City;Small Iron Islands City;Ciudad Pequeña de las Islas del Hierro;;;;;;;;;x
ct_asoiaf_ironislands_basevalue_6;Large Iron Islands City;Grande ville fer-née;Large Iron Islands City;Large Iron Islands City;Ciudad Grande de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_crown_basevalue_1;Small Crownlander Keep;Petit donjon des terres de la Couronne;Small Crownlander Keep;Small Crownlander Keep;Pequeño Torreón de la Corona;;;;;;;;;x
ca_asoiaf_crown_basevalue_2;Large Crownlander Keep;Grand donjon des terres de la Couronne;Large Crownlander Keep;Large Crownlander Keep;Gran Torreón de la Corona;;;;;;;;;x
ca_asoiaf_crown_basevalue_3;Small Crownlander Castle;Petit château des terres de la Couronne;Small Crownlander Castle;Small Crownlander Castle;Castillo Pequeño de la Corona;;;;;;;;;x
ca_asoiaf_crown_basevalue_4;Common Crownlander Castle;Château des terres de la Couronne ordinaire;Common Crownlander Castle;Common Crownlander Castle;Castillo Mediano de la Corona;;;;;;;;;x
ca_asoiaf_crown_basevalue_5;Large Crownlander Castle;Grand château des terres de la Couronne;Large Crownlander Castle;Large Crownlander Castle;Castillo Grande de la Corona;;;;;;;;;x
ca_asoiaf_crown_basevalue_6;Huge Crownlander Fortress;Puissante forteresse des terres de la Couronne;Huge Crownlander Fortress;Huge Crownlander Fortress;Fortaleza de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_1;Small Crownlander Village;Hameau des terres de la Couronne;Small Crownlander Village;Small Crownlander Village;Pequeña Aldea de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_2;Crownlander Village;Village des terres de la Couronne;Crownlander Village;Crownlander Village;Aldea de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_3;Small Crownlander Town;Bourg des terres de la Couronne;Small Crownlander Town;Small Crownlander Town;Pueblo Pequeño de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_4;Large Crownlander Town;Petite ville des terres de la Couronne;Large Crownlander Town;Large Crownlander Town;Pueblo Grande de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_5;Small Crownlander City;Ville des terres de la Couronne;Small Crownlander City;Small Crownlander City;Ciudad Pequeña de la Corona;;;;;;;;;x
ct_asoiaf_crown_basevalue_6;Large Crownlander City;Grande ville des terres de la Couronne;Large Crownlander City;Large Crownlander City;Ciudad Grande de la Corona;;;;;;;;;x
ca_asoiaf_storm_basevalue_1;Small Stormlander Keep;Petite donjon des terres de l’Orage;Small Stormlander Keep;Small Stormlander Keep;Pequeño Torreón de la Tormenta;;;;;;;;;x
ca_asoiaf_storm_basevalue_2;Large Stormlander Keep;Grand donjon des terres de l’Orage;Large Stormlander Keep;Large Stormlander Keep;Gran Torreón de la Tormenta;;;;;;;;;x
ca_asoiaf_storm_basevalue_3;Small Stormlander Castle;Petit château des terres de l’Orage;Small Stormlander Castle;Small Stormlander Castle;Castillo Pequeño de la Tormenta;;;;;;;;;x
ca_asoiaf_storm_basevalue_4;Common Stormlander Castle;Château des terres de l’Orage ordinaire;Common Stormlander Castle;Common Stormlander Castle;Castillo Mediano de la Tormenta;;;;;;;;;x
ca_asoiaf_storm_basevalue_5;Large Stormlander Castle;Grand château des terres de l’Orage;Large Stormlander Castle;Large Stormlander Castle;Castillo Grande de la Tormenta;;;;;;;;;x
ca_asoiaf_storm_basevalue_6;Huge Stormlander Fortress;Puissante forteresse des terres de l’Orage;Huge Stormlander Fortress;Huge Stormlander Fortress;Fortaleza de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_1;Small Stormlander Village;Hameau des terres de l’Orage;Small Stormlander Village;Small Stormlander Village;Pequeña Aldea de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_2;Stormlander Village;Village des terres de l’Orage;Stormlander Village;Stormlander Village;Aldea de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_3;Small Stormlander Town;Bourg des terres de l’Orage;Small Stormlander Town;Small Stormlander Town;Pueblo Pequeño de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_4;Large Stormlander Town;Petite ville des terres de l’Orage;Large Stormlander Town;Large Stormlander Town;Pueblo Grande de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_5;Small Stormlander City;Ville des terres de l’Orage;Small Stormlander City;Small Stormlander City;Ciudad Pequeña de la Tormenta;;;;;;;;;x
ct_asoiaf_storm_basevalue_6;Large Stormlander City;Grande ville des terres de l’Orage;Large Stormlander City;Large Stormlander City;Ciudad Grande de la Tormenta;;;;;;;;;x
ca_asoiaf_vale_basevalue_1;Small Vale Keep;Petit donjon du Val;Small Vale Village;Small Vale Village;Pequeño Torreón del Valle;;;;;;;;;x
ca_asoiaf_vale_basevalue_2;Large Vale Keep;Grand donjon du Val;Vale Village;Vale Village;Gran Torreón del Valle;;;;;;;;;x
ca_asoiaf_vale_basevalue_3;Small Vale Castle;Petit château du Val;Small Vale Town;Small Vale Town;Castillo Pequeño del Valle;;;;;;;;;x
ca_asoiaf_vale_basevalue_4;Common Vale Castle;Château du Val ordinaire;Large Vale Town;Large Vale Town;Castillo Mediano del Valle;;;;;;;;;x
ca_asoiaf_vale_basevalue_5;Large Vale Castle;Grand château du Val;Small Vale City;Small Vale City;Castillo Grande del Valle;;;;;;;;;x
ca_asoiaf_vale_basevalue_6;Huge Vale Fortress;Puissante forteresse du Val;Large Vale City;Large Vale City;Fortaleza del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_1;Small Vale Village;Hameau du Val;Small Vale Village;Small Vale Village;Pequeña Aldea del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_2;Vale Village;Village du Val;Vale Village;Vale Village;Aldea del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_3;Small Vale Town;Bourg du Val;Small Vale Town;Small Vale Town;Pueblo Pequeño del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_4;Large Vale Town;Petite ville du Val;Large Vale Town;Large Vale Town;Pueblo Grande del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_5;Small Vale City;Ville du Val;Small Vale City;Small Vale City;Ciudad Pequeña del Valle;;;;;;;;;x
ct_asoiaf_vale_basevalue_6;Large Vale City;Grande ville du Val;Large Vale City;Large Vale City;Ciudad Grande del Valle;;;;;;;;;x
ca_asoiaf_reach_basevalue_1;Small Reachman Keep;Petit donjon du Bief;Small Reachman Keep;Small Reachman Keep;Pequeño Torreón del Dominio;;;;;;;;;x
ca_asoiaf_reach_basevalue_2;Large Reachman Keep;Grand donjon du Bief;Large Reachman Keep;Large Reachman Keep;Gran Torreón del Dominio;;;;;;;;;x
ca_asoiaf_reach_basevalue_3;Small Reachman Castle;Petit château du Bief;Small Reachman Castle;Small Reachman Castle;Castillo Pequeño del Dominio;;;;;;;;;x
ca_asoiaf_reach_basevalue_4;Common Reachman Castle;Château du Bief ordinaire;Common Reachman Castle;Common Reachman Castle;Castillo Mediano del Dominio;;;;;;;;;x
ca_asoiaf_reach_basevalue_5;Large Reachman Castle;Grand château du Bief;Large Reachman Castle;Large Reachman Castle;Castillo Grande del Dominio;;;;;;;;;x
ca_asoiaf_reach_basevalue_6;Huge Reachman Fortress;Puissante forteresse du Bief;Huge Reachman Fortress;Huge Reachman Fortress;Fortaleza del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_1;Small Reachman Village;Hameau du Bief;Small Reachman Village;Small Reachman Village;Pequeña Aldea del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_2;Reachman Village;Village du Bief;Reachman Village;Reachman Village;Aldea del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_3;Small Reachman Town;Bourg du Bief;Small Reachman Town;Small Reachman Town;Pueblo Pequeño del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_4;Large Reachman Town;Petite ville du Bief;Large Reachman Town;Large Reachman Town;Pueblo Grande del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_5;Small Reachman City;Ville du Bief;Small Reachman City;Small Reachman City;Ciudad Pequeña del Dominio;;;;;;;;;x
ct_asoiaf_reach_basevalue_6;Large Reachman City;Grande ville du Bief;Large Reachman City;Large Reachman City;Ciudad Grande del Dominio;;;;;;;;;x
ca_asoiaf_westerland_basevalue_1;Small Westerlander Keep;Petit donjon ouestien;;;Pequeño Torreón del Oeste;;;;;;;;;x
ca_asoiaf_westerland_basevalue_2;Large Westerlander Keep;Grand donjon ouestien;;;Gran Torreón del Oeste;;;;;;;;;x
ca_asoiaf_westerland_basevalue_3;Small Westerlander Castle;Petit château Ouestien;;;Castillo Pequeño del Oeste;;;;;;;;;x
ca_asoiaf_westerland_basevalue_4;Common Westerlander Castle;Château ouestien ordinaire;;;Castillo Mediano del Oeste;;;;;;;;;x
ca_asoiaf_westerland_basevalue_5;Large Westerlander Castle;Grand château ouestien;;;Castillo Grande del Oeste;;;;;;;;;x
ca_asoiaf_westerland_basevalue_6;Huge Westerlander Fortress;Puissante forteresse ouestienne;;;Fortaleza del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_1;Small Westerlander Village;Hameau ouestien;;;Pequeña Aldea del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_2;Westerlander Village;Village ouestien;;;Aldea del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_3;Small Westerlander Town;Bourg ouestien;;;Pueblo Pequeño del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_4;Large Westerlander Town;Petite ville ouestienne;;;Pueblo Grande del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_5;Small Westerlander City;Ville ouestienne;;;Ciudad Pequeña del Oeste;;;;;;;;;x
ct_asoiaf_westerland_basevalue_6;Large Westerlander City;Grande ville ouestienne;;;Ciudad Grande del Oeste;;;;;;;;;x
ca_asoiaf_ironshipyard;Ironborn Shipyard;Chantier Naval des Îles de Fer;GERMAN;;Astillero de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_large_ironshipyard;Large Ironborn Shipyard;Grand chantier naval fer-né;;;Gran Astillero de las Islas del Hierro;;;;;;;;;x
ca_asoiaf_redwyneshipyard;Arbor Shipyard;Chantier Naval de la Treille;GERMAN;;Astillero del Rejo;;;;;;;;;x
ca_asoiaf_targshipyard;Royal Shipyard;Chantier Naval Royal;GERMAN;;Astillero Real;;;;;;;;;x
ca_asoiaf_lannshipyard;Lannisport Shipyard;Chantier Naval de Port-Lannis;GERMAN;;Astillero de Lannisport;;;;;;;;;x
ca_asoiaf_oldtownshipyard;Oldtown Shipyard;Chantier Naval de Villevieille;GERMAN;;Astillero de Antigua;;;;;;;;;x
ca_asoiaf_shieldshipyard;Shield Isles Shipyard;Chantier Naval des Îles Boucliers;GERMAN;;Astillero de las Islas Escudo;;;;;;;;;x
ca_asoiaf_smallshipyard;Small Shipyard;Petit Chantier Naval;GERMAN;;Pequeño astillero;;;;;;;;;x
ct_asoiaf_smallshipyard;Small Shipyard;Petit Chantier Naval;GERMAN;;Pequeño astillero;;;;;;;;;x
ca_thetwins;The Twins;Les Jumeaux;The Twins;The Twins;Los Gemelos;The Twins;;;;;;;;x
ca_storms_end;Storm's End;Accalmie;GERMAN;;Bastión de Tormentas;;;;;;;;;x
ct_asoiaf_targshipyard;Royal Shipyard;Chantier Naval Royal;GERMAN;;Astillero Reales;;;;;;;;;x
ct_asoiaf_redwyneshipyard;Arbor Shipyard;Chantier Naval de la Treille;GERMAN;;Astillero del Rejo;;;;;;;;;x
ct_asoiaf_oldtownshipyard;Oldtown Shipyard;Chantier Naval de Villevieille;GERMAN;;Astillero de Antigua;;;;;;;;;x
ca_goldmine;Gold Mine;Mine d'Or;;;Mina de Oro;;;;;;;;;x
ct_winery;Winery;Vinerie;;;Viñedos;;;;;;;;;x
ca_asoiaf_basevalue_1_desc;A Small Keep;Un petit donjon;;;Un pequeño torreón;;;;;;;;;x
ca_asoiaf_basevalue_2_desc;A Large Keep;Un grand donjon;;;Un gran torreón;;;;;;;;;x
ca_asoiaf_basevalue_3_desc;A Small Castle;Un petit château;;;Un castillo pequeño;;;;;;;;;x
ca_asoiaf_basevalue_4_desc;A Common Castle;Un château ordinaire;;;Un castillo mediano;;;;;;;;;x
ca_asoiaf_basevalue_5_desc;A Large Castle;Un grand château;;;Un castillo grande;;;;;;;;;x
ca_asoiaf_basevalue_6_desc;A Huge Fortress;Une puissante forteresse;;;Una Fortaleza;;;;;;;;;x
ca_asoiaf_ironshipyard_desc;The heart and blood of the Iron Islands is with its longships. Since time began, Ironborn have reaved from Bear Island to far-flung Asshai, raping and pillaging throughout the years. The Iron Fleet is one of the greatest navies in Westeros, and it is not taken lightly.;Il est bien connu que la puissance des Iles de Fer réside dans leurs boutres. Chaque capitaine fer-né est roi sur son propre navire et depuis la nuit des temps ils consacrent leur vie au pillage. La flotte de fer est l'une des plus puissantes de Westeros et sa sanglante réputation n'est pas à prendre à la légère. ;;;Es bien conocido que el poder de las Islas del Hierro reside en sus barcoluengos. Cada capitán hijo del hierro es rey en su propio navío y desde la noche de los tiempos dedican su vida al saqueo. La flota de hierro es una de las más poderosas de poniente y su sangrienta reputación no es para tomársela a la ligera.;;;;;;;;;x
ca_asoiaf_redwyneshipyard_desc;The source Redwyne wealth comes from trade and sale of wine. These shipyards are essential to trade in the Reach;La fortune des Redwyne provient du commerce et de la vente de vin. Ces chantiers navals sont essentiels pour le commerce avec le Bief et le reste du continent. Ils ont permis à la Treille de posséder la plus grande flotte des Sept Couronnes. ;;;La fortuna de los Redwyne proviene del comercio del vino. Estos astilleros son esenciales para el comercio con el Dominio y el resto del continente y permiten al Rejo poseer la flota más grande de los Siete Reinos.;;;;;;;;;x
ca_asoiaf_targshipyard_desc;The Royal Shipyards produce ships in numbers and is envied by all of Westeros;Les chantiers navals royaux construisent des navires en nombre et sont enviés par tout Westeros.;;;El Astillero Real construye buques mercantes que son envíados por todo Poniente y es esencial para el mantenimiento de la Flota Real construyendo navíos militares y reparándolos cuando es necesario. La Flota Real protege la parte oriental de los Siete Reinos y es la tercera flota en número de navíos por detrás de la Flota Redwyne y la Flota del Hierro.;;;;;;;;;x
ca_asoiaf_driftmarkshipyard_desc;The Velaryons are the blood of Old Valyria, and have long been vassals to the Targaryens. Straddling the Narrow Sea, Driftmark can control the waters as she wishes.;Dans les veines des Velaryon coule le sang de l'Antique Valyria. Le chantier naval de Lamarck leur permet de défendre l'île et fournir des une importante flotte de guerre à leur suzerain.;;;Por las venas Velaryon corre la sangre de la Antigua Valyria. El Astillero de Marcaderiva les permite defender la isla y proporciona una importante flota de guerra a su señor.;;;;;;;;;x
ca_asoiaf_lannshipyard_desc;Lannisport, sitting beneath the colossal shadow of Casterly Rock, is one of the largest cities in Westeros, exports the gold of the Western hills throughout the world. To protect it, the Lannisters built a mighty fleet, the only one on the Sunset Sea with the ability to best the Ironborn.;Port-Lannis, un des plus grandes villes des Sept Couronnes se tient à l'ombre de Castral-Roc, elle doit sa prospérité aux mines d'or des collines des terres de l'Ouest et au travail de ses orfèvres dont la production renommé est exportée jusqu'en Orient. Pour protéger ce commerce, les Lannister ont fait construire une puissante flotte, la seule de la Mer du Crépuscule capable de rivaliser avec les boutres des fer-nés.;;;Lannisport, una de las ciudades más grandes de los Siete Reinos se encuentra a la sombra de Roca Casterly, debe su prosperidad a las minas de oro de las colinas de las Tierras del Oeste y al trabajo de sus orfebres que con su fama y renombre exportan sus creaciones hasta en Essos. Para proteger el comercio, los Lannister han construido una potente flota, la única en el Mar del Ocaso capaz de rivalizar con los barcoluengos de los hijos del hierro.;;;;;;;;;x
ca_asoiaf_oldtownshipyard_desc;Oldtown, old and dignified as a matron, is the largest city in Westeros, and the richest. The Hightowers, richest and most powerful of the Reachs bannermen, have a mighty fleet protecting the treasures of the city.;"Villevieille, la plus ancienne ville de Westeros, est une des villes les plus riches et des plus peuplées du continent. Son port est également le plus grand des Sept Couronnes, habritant un commerce dynamique qui a fait la fortune des Hightower, les plus riches et les plus puissants bannerets de Hautjardin. Une puissante flotte défend la ""vieille matronne"" et ses trésors. ";;;Antigua, la ciudad más antigua de Poniente, es ima de las ciudades más ricas y pobladas del continente. Su puerto es el más grande de los Siete Reinos, albergando un comercio dinámico que ha hecho la fortuna de los Hightower, los vasallos más ricos y poderosos de Altojardín. Una poderosa flota defiende la ciudad y sus tesoros.;;;;;;;;;x
ca_asoiaf_shieldshipyard_desc;The Shields are small but vital, being the gate to the river Mander. To protect against pirates, Ironborn, and other unsavoury creatures, the Shields have a fleet large enough to scare off all but the most determined of reavers.;Les Iles Boucliers sont petites mais stratégiquement très importantes pour le Bief puisqu'elles constituent le verrou de la Mander. Les Boucliers, confiés il y a des milliers d'années à des vassaux des Jardinier, possèdent une puissante flotte capable de repousser les pirates, les fer-nés et les autres menaces pesant sur le Bief. ;;;Las Islas Escudo son pequeñas pero estratégicamente muy importantes para el Dominio ya que constituyen el cerrojo del Mander. Las Escudo,vasallas desde hace miles de años de los Gardener y ahora los Tyrell, poseen una poderosa flota capaz de repeler a los piratas, los hijos del hierro y demás amenazas para el Dominio.;;;;;;;;;x
ca_goldmine_desc;Goldmines tunnel deep into the hills, looking for the precious metals that have made the lords of the land rich. At night their fires light up the sky, and men live and die in the earth.;L'or tiré des mines des collines de l'Ouest a contribué à la richesse et la puissance des Lannister. ;;;El oro de las minas de las colinas de las Tierras del Oeste ha contribuido a la riqueza y el poder de los Lannister.;;;;;;;;;x
ca_thetwins_desc;It took the Freys three generations to complete the fortress, starting six hundred years ago with timber keeps on either bank of the river. Since then, the Freys have grown wealthy by charging a heavy toll on all those who need to cross - a fact which irks many older or more powerful houses. ;"Il aura fallu trois générations de Frey pour achever la construction des Jumeaux, aussi appellés ""le Pont"". Un pont de pierre constitué d'une arche massive enjambe la Verfurque, protégé en son centre par la tour d'Eau. deux donjons de pierres bloquent les accès au pont. C'est l'un des rares endroits où l'on peut traverser la Verfurque dans sa partie basse, surtout en cas de crue. En conséquence, les Frey se sont enrichis en faisant payer un lourd tribut à tous ceux qui ont besoin de la traverser.";;;Se necesitaron tres generaciones Frey para acabar la construcción de los Gemelos. Es uno de los pocos lugares donde se puede cruzar el Forca Verda por su parte baja, sobretodo en caso de crecida. En consecuencia, los Frey se enriquecieron cobrando caros peajes a los que querían cruzar el río.;;;;;;;;;x
