#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
OTHER;The;Le;;;El;;;;;;;;;x
war_dawn_desc;The §YWar for the Dawn§! is a prophesied conflict. It is said that the this war will be a war for life itself, and that it will be fought by humanity (and possibly the old races, such as the children of the forest) against the Others, and according to some, the Great Other. The prince that was promised is destined to play a part in this great war.\n\nThousands of years ago another war against the Others took place during the Long Night. According to stories, it ended in the defeat of the Others at the Battle for the Dawn, under the leadership of the last hero or through the actions of Azor Ahai.;La §YGuerre de l'Aube§! est un conflit prévu par les prophéties. Il est dit que cette guerre sera une guerre pour la vie et qu'elle sera menée par les humains (et peut-être aussi les anciennes races comme les enfants de la forêt) contre les Autres, et selon certaines sources, le Grand Autre.  Le prince qui fut promis est destiné à jouer un grand rôme dans cette guerre.\n\nIl y a de celà des millénaires, une autre guerre contre les Autres a eu lieu pendant la Longue Nuit. D'après la légende, elle s'est terminée par la défaite des Autres lors de la Bataille de l'Aube, sous le commandement  du dernier héros ou à travers les actions d'Azor Ahai.;;;La §YGuerra del Alba§! es un conflicto profetizado. Se dice que esta guerra será una guerra por la vida misma, y que será combatida por la humanidad (y posiblemente por las razas antiguas, como los niños del bosque) contra los Otros, y según algunos, contra el Gran Otro. El príncipe que fue prometido está destinado a desempeñar un papel principal en esta gran guerra.\n\nCientos de años atrás otra guerra contra los Otros tuvo lugar durante la Larga Noche. Según las historias, terminó con la derrota de los Otros en la Batalla por el Amanecer, bajo el liderazgo del último héroe a través de las acciones de Azor Ahai.;;;;;;;;;x
CB_NAME_WAR_DAWN;War for the Dawn;Guerre de l'Aube;;;Guerra del Alba;;;;;;;;;x
WAR_NAME_WAR_DAWN;$CLAIMANT$'s $ORDER$War for the Dawn;$ORDER$ Guerre de $CLAIMANT$ pour l'Aube;;;$ORDER$ Guerra de $CLAIMANT$ por el Alba;;;;;;;;;x
TOOLTIPwar_dawnCONTINENT;[Root.GetTitledFirstName]'s capital is the same continent as The Others of [From.Capital.Kingdom.GetName]\n;La capitale de [Root.GetTitledFirstName] est sur le même continent que les Autres de [From.Capital.Kingdom.GetName]\n;;;La capital de [Root.GetTitledFirstName] está en el mismo continente que Los Otros de [From.Capital.Kingdom.GetName]\n;;;;;;;;;x
TOOLTIPwar_dawnNEIGHBOUR;[Root.GetTitledFirstName]'s realm neighbours The Others of [From.Capital.Kingdom.GetName]\n;Les domaines de [Root.GetTitledFirstName] sont voisins des Autres de [From.Capital.Kingdom.GetName]\n;;;Las tierras de [Root.GetTitledFirstName] son vecinas de Los Otros de [From.Capital.Kingdom.GetName]\n;;;;;;;;;x
TOOLTIPwar_dawnCONTINENTCLEAR;[Root.Capital.Kingdom.GetName], and the rest of the continent, is free of The Others\n;[Root.Capital.Kingdom.GetName], et le reste du continent, n'est pas tombé face aux Autres\n;;;[Root.Capital.Kingdom.GetName], y el resto del continente, no han caído contra Los Otros\n;;;;;;;;;x
EVTDESCcold_winds.1;Cold winds are rising. White Walkers have been seen in the woods, they are killing the living and raising the dead.;Les vents froids se lèvent. Les marcheurs blancs ont été aperçus dans les bois, ils tuent les vivants et font revenir les morts.;;;Vientos helados estan levantándose. Caminantes Blancos han sido vistos en los bosques, matando a los vivos y alzando a los muertos.;;;;;;;;;x
EVTDESCcold_winds.3;The Rangers are bringing in terrible reports. Dead things stalk the woods and White Walkers have been spotted.;Les éclaireurs ont fait un rapport terrifiant. Des morts parcourent les forêts et les marcheurs blancs ont été aperçus.;;;Los Exploradores traen terribles noticias. Cosas muertas acechan en los bosques  y Caminantes Blancos han sido avistados.;;;;;;;;;x
EVTDESCcold_winds.4;This province is unihabitable for the living and is now the realm of winter.;Cette province est inhabitable pour les vivants et fait désormais partie du royaume de l'hiver.;;;Esta provincia es inhabitable para los vivos y ahora forma parte del reino del Invierno;;;;;;;;;x
EVTDESCcold_winds.5;It is a harsh winter and the White Walkers are on the move. Already some of the far northern clans have fallen to their onslaught.;C'est un hiver très dur et les marcheurs blancs sont apparus. Certains des clans les plus septentrionaux sont déjà tombés face à eux.;;;Es un invierno duro y los Caminantes Blancos están moviéndose. Algunos de los clanes más septentrionales ya han caído a su embestida;;;;;;;;;x
white_walker_desc;This character is a White Walker;Ce personnage est un marcheur blanc;;;Este personaje es un caminante blanco;;;;;;;;;x
EVTDESCcold_winds.9;Word has arrived from [From.Capital.Capital.GetName]. The [From.GetTitle] writes that cold winds are rising, the dead are walking and the trees have eyes once again and white shadows stalk the woods. [From.GetSheHeCap] calls for all Lords to put aside their petty differences and ride with the Nights Watch and reclaim the dawn.;Des nouvelles nous parviennent de Châteaunoir. Le Lord Commandant écrit que les vents froids se lèvent, que les morts marchent, que les arbres ont à nouveau des yeux et que des ombres blanches parcourent les bois. Il intime à tous les lords de le rejoindre pour épauler la Garde de Nuit.;;;Nos han llegado noticias del Castillo Negro. El Lord Comandante escribe que los vientos fríos se han levantado, los muertos caminan, que los árboles tiene de nuevo ojos y sombras blancas acechan en los bosques. Hace un llamamiento a todos los señores para que se unan a la Guardia de la Noche y reclamar el Amanecer;;;;;;;;;x
EVTOPTAcold_winds.9;Ready the men. We ride north at dawn.;Que les hommes se préparent. Au lever du soleil, nous partirons pour le Nord. ;;;Que los hombres se preparen. Al salir el sol, partiremos hacia el Norte.;;;;;;;;;x
EVTOPTBcold_winds.9;I'm sure they can handle a few snarks and grumpkins.;Je suis sûr qu'ils peuvent s'occuper seuls de quelques snarks et tarasques.;;;Estoy seguro de que se pueden ocupar solos de unos cuantos Snarks y Grumkins.;;;;;;;;;x
EVTDESCcold_winds.10;The Old Gods of the First Men have never done anything for me. I can feel the cold winds rising,  when winter comes only godly men will be spared. Should I worship the White Shadows?;Les Anciens Dieux des Premiers Hommes n'ont jamais rien fait pour moi. Je peux ressentir les vents froids qui se lèvent, lorsque l'hiver vient, seul les hommes pieux seront épargnés. Dois-je honorer les Ombres Blanches ?;;;Los Antiguos Dioses de los Primeros Hombres nunca han hecho nada por mi. Puedo sentir los fríos que se elevan cuando llega el Invierno, sólo los hombres piadosos se salvaran. Debería honrar a las Sombras Blancas?;;;;;;;;;x
EVTOPTAcold_winds.10;Yes, I know where the real power lies, though it comes with a heavy curse.;Oui, je sais où réside le pouvoir, même s'il vient avec une terrible malédiction.;;;Si, yo sé donde reside el poder, aunque venga con una terrible maldición.;;;;;;;;;x
EVTOPTBcold_winds.10;No, the price is far too high.  I will not worship the ancient enemy.;Non, le prix à payer est bien trop élevé. Je n'honorerai pas l'ancien ennemi.;;;No, el precio a pagar es demasiado elevado, no honraré al anciano enemigo.;;;;;;;;;x
EVTDESCcold_winds.12;It is cold, far colder than I have ever been in my entire life. A cold wind is blowing, chilling my very bones.  Suddenly the wind stops and I realize that the forest is quiet, strangely quiet, too quiet . . . ;Il fait froid, plus froid que tout ce que j'ai connu dans ma vie. Un vent glacé souffle et me fait souffrir, jusqu'à mes os. Soudain le vent retombe et je réalise que la forêt est calme, étrangement calme, trop silencieuse…;;;Hace frío, más frío del que he conocido en mi vida. Un viento helado sopla y me hace sufrir hasta los huesos. De repente el viento amaina y me doy cuenta que el bosque está tranquilo, extrañamente tranquilo, demasiado tranquilo...;;;;;;;;;x
EVTOPTAcold_winds.12;A White Walker appears before you...;Un marcheur blanc apparaît devant vous.;;;Un Caminante Blanco aparece delante tuya.;;;;;;;;;x
EVTOPTBcold_winds.12;You unsheath [Root.GetValyrianSwordOwned]...;Vous sortez [Root.GetValyrianSwordOwned] de son fourreau...;;;;;;;;;;;;x
TOOLTIPcold_winds.13;You will face the White Walker in combat.;Vous allez affronter le marcheur blanc.;;;Te enfrentas al Caminante Blanco en combate.;;;;;;;;;x
TOOLTIPcold_winds.17;The White Walker is slain;Le marcheur blanc est terrassé;;;;;;;;;;;;x
EVTDESCcold_winds.14;Cold winds are rising. White Walkers have been seen in the woods, they are killing the living and raising the dead.;Les vents froids se lèvent. Les marcheurs blancs ont été aperçus dans les bois, ils tuent les vivants et font revenir les morts.;;;Los vientos fríos van en aumento. Se han visto Caminantes Blancos en los bosques, están matando a los vivos y resucitan a los muertos.;;;;;;;;;x
EVTDESCcold_winds.15;The Others have returned. As the Stark in Winterfell, it must fall to me to lead the fight against them.;Les Autres sont revenus. En tant que Stark de Winterfell, il m'incombe de mener le combat contre eux.;;;Los Otros han regresado. Como Stark de Invernalia, es mi responsabilidad liderar la lucha contra ellos.;;;;;;;;;x
EVTOPTAcold_winds.15;Raise the banners. The time has come to put aside petty feuds and stand together.;Qu'on dresse la bannière et qu'on envoie des corbeaux aux quatre coins des Sept Couronnes. L'ancien ennemi est revenu et le temps est venu de mettre de côté les conflits de moindres importances et de s'unir.;;;Alzad los estandartes y enviad cuervos a todos los rincones de los Siete Reinos. El anciano enemigo ha vuelto, es hora de dejar los conflictos menores y unirse.;;;;;;;;;x
EVTOPTBcold_winds.15;Now is not the time for rash actions;Non, ce n'est pas le moment de se lancer dans des actions inconsidérées. J'ai besoin de temps pour réfléchir à la tournure des évènements.;;;No, no es el momento de le lanzarse a acciones imprudentes. Necesito tiempo para reflexionar sobre posibles giros de los acontecimientos.;;;;;;;;;x
EVTDESCcold_winds.17;You draw [Root.GetValyrianSwordOwned] and strike at the Other. It gives an inhuman cry as the blade cuts through it, then it before your eyes the Other begins to dissolve until only a tiny blue puddle remains.;Vous frappez l'Autre avec [Root.GetValyrianSwordOwned]. La lame transperce les chairs et la créature pousse un cri inhumain. L'Autre commence à se dissoudre et bientôt il ne reste de lui qu'une petite flaque bleue.;;;Desenvaináis vuestra espada de Acero Valyrio y golpeáis al Otro. Este lanza un grito inhumano al cortas vuestra hoja a traves de él. Entonces delante de vuestros ojos el Otro empieza a disolverse hasta que solo un diminuto charco azul permanece.;;;;;;;;;x
EVTDESCcold_winds.18;The reports can no longer be denied, the cold winds are indeed rising, winter has come and white walkers are on the move. We must now decide how the Nights Watch will react.;Les rapports ne peuvent plus être ignorés, les vents froids se lèvent effectivement, l'hiver est venu et les marcheurs blancs se déplacent. Nous devons désormais décider comment la Garde de Nuit doit réagir.;;;Los informes ya no pueden ser ignorados, los vientos fríos se están levantando realmente, el Invierno ha llegado y los Caminantes Blancos se están moviendo. Hemos de decidir como reacciona la Guardia de la Noche.;;;;;;;;;x
EVTOPTAcold_winds.18;II am the sword in the darkness. I am the watcher on the walls . . . ;J'ai juré de défendre les royaumes humains. Je suis l'épée dans les Ténèbres. Je suis le veilleur aux remparts.;;;Soy la espada en la oscuridad. Soy el vigilante del Muro. Soy el fuego que arde contra el frío, la luz que trae el amanecer, el cuerno que despierta a los durmientes, el escudo que defiende los reinos de los hombres;;;;;;;;;x
EVTOPTBcold_winds.18;Now is not the time for rash actions.;Non, ce n'est pas le moment de se lancer dans des actions inconsidérées. J'ai besoin de temps pour réfléchir à la tournure des évènements.;;;No, no es el momento de le lanzarse a acciones imprudentes. Necesito tiempo para reflexionar sobre posibles giros de los acontecimientos.;;;;;;;;;x
EVTDESCcold_winds.19;With a heavy heart but a solemn sense of duty, you have sent one of your sons to take the Black and serve in the Nightswatch protecting the realms of men. Winter is coming.;Avec le cœur lourd mais le sens du devoir, vous avez envoyé un de fos fils prendre le noir et servir la Garde de Nuit qui protège les royaumes humains. L'hiver vient.;;;Con un gran peso en el corazón, pero con un sentido solemne del deber envío a uno de mis hijos a vestir el negro y servir en la Guardia de la Noche protegiendo a los reinos de los hombres. Se acerca el Invierno...;;;;;;;;;x
EVTDEScold_winds.20;Your father has informed you that it is your duty to take the Black and serve on the Nightswatch.;Votre père vous a informé que votre devoir est de prendre le noir et servir la Garde de Nuit;;;Tu padre te informa que es tu deber vestir el negro y servir en la Guardia de la Noche.;;;;;;;;;x
call_for_aid_WW;Call the Realm For Aid;Demander de l'aide au Royaume;;;Pedir ayuda al Reino.;;;;;;;;;x
call_for_aid_WW_desc;Call upon all the lords, kings and nobles in and near [Root.PrimaryTitle.GetFullName] to put aside old grudges and unite against our common enemy.;Faire appel aux lords de Westeros pour qu'ils mettent de côté leurs différends et s'unissent contre notre ennemi commun.;;;Llamar a todos los señores de Poniente a dejar de lado viejos rencores y unirse contra el enemigo común.;;;;;;;;;x
TOOLTIPflag_called_for_aid;Has NOT recently called the realm for aid\n;N'a PAS appelé récemment le royaume à l'aide\n;;;;;;;;;;;;x
EVTDESCcold_winds.21;The cold winds are rising, winter is coming and as a son of Winterfell it is my duty to man the Wall and protect the realms of men.;Les vents froids se lèvent, l'hiver vient et en tant que fils de Winterfell il est de mon devoir de fournir en hommes le Mur et de protéger les royaumes humains.;;;Los vientos fríos van en aumento. El Invierno está llegando y como hijo de Invernalia es mi deber ayudar a la Guardia de la Noche y proteger los reinos de los hombres.;;;;;;;;;x
EVTOPTAcold_winds.21;The Wall is mine.;Le Mur est à moi.;;;El Muro es mío.;;;;;;;;;x
EVTDESCcold_winds.21;There is a long and proud history of Starks serving in the Nights Watch.;Les vents froids se lèvent, l'hiver vient et en tant que fils de Winterfell il est de mon devoir de fournir en hommes le Mur et de protéger les royaumes humains.;;;Hay una larga y gloriosa historia de Starks sirviendo en la Guardia de la Noche.;;;;;;;;;x
EVTDEScold_winds.22;There is a long and proud history of Starks serving in the Nights Watch.;Il y a une longue et fière histoire des Stark servant dans la Garde de Nuit.;;;Hay una larga y gloriosa historia de Starks sirviendo en la Guardia de la Noche.;;;;;;;;;x
TOOLTIPwar_dawnSUCCESS;The White Walkers are driven from the land, with all titles being resotred to living hands\n;Les marcheurs blancs ont été repoussés, tous les titres reviennent dans des mains vivantes\n;;;Los Caminantes Blancos han sido expulsados, con todos sus títulos restituidos a personas vivas.;;;;;;;;;x
EVTDESCcold_winds.91;Dark wings, dark words. A raven has arrive from [From.Capital.GetName] with word from [From.GetTitledFirstName] of [From.PrimaryTitle.GetName]. It can no longer be denied that the ancient enemy that is The Others has risen once again. It is time for all men to set aside their petty differences and unite to reclaim the dawn.;Noires ailes, noires nouvelles. Un corbeau est arrivé de Port-Réal avec une missive du trône de fer. Il est désormais impossible d'ignorer que les Autres, les anciens ennemis, se lèvent à nouveau, il est temps pour tous les hommes de mettre de côté leurs anciennes querelles et de s'unir pour réclamer l'aube.;;;Alas negras, palagras negras. Un cuervo ha llegado de Desembarco del Rey con el sello del Trono de Hierro. Ya no puede negarse que los Otros, el anciano enemigo, ha regresado. Es el momento de dejar de lado todos las pequeñas diferencias y unirse para proclamar el amanecer. ;;;;;;;;;x
EVTDESCcold_winds.92;We have received a message from the Sunset Kingdoms. [From.GetTitledFirstName] of [From.PrimaryTitle.GetName] writes that [From.GetHerHis] kingdom is being plagued by strange demons made of ice and snow.  [From.GetSheHeCap] calls for all men of honor to put aside petty differences to ride with [From.GetHerHim] and reclaim the dawn.;Nous avons reçu un message en provenance des royaumes du couchant. Le roi du trône de fer nous informe que son royaume est envahi par d'étranges démons faits de glace et de neige. Il appelle tous les hommes d'honneur à mettre de côté leurs différends pour se rendre auprès de lui et réclamer l'aube.;;;Hemos recibido un mensaje desde los reinos del Ocaso. El rey del Trono de Hierro escribe que su reino se está plagando de extraños demonios hechos de hielo y nieve. Él llama a todos los hombres de honor a dejar a un lado las pequeñas diferencias y unirse a él y proclamar el amanecer.;;;;;;;;;x
EVTOPTAcold_winds.92;Ready the men, we set sail for Westeros!;Que les hommes se préparent. Au lever du soleil, nous levons l'ancre pour Westeros.;;;Preparado a los hombres, zarpamos a Poniente!;;;;;;;;;x
EVTOPTBcold_winds.92;Nonsense, leave the barbarians to their superstitions.;Idioties, laissons les barbares à leurs supersitions.;;;Tonterías, deja a los bárbaros con sus supersticiones.;;;;;;;;;x
call_for_aid_essos;Call For Aid From Across the Sea;Quérir de l'aide à Essos;;;Envíalo a Essos a por ayuda;;;;;;;;;x
call_for_aid_essos_desc;Send word to all foreign realms informing them of our need and imploring them for aid.;Envoyer des messages à tous les royaumes et cités d'Essos et des Iles d'Eté les informant de vos besoins et les implorant de venir vous aider.;;;Envía una carta a todos los reinos de Essos y de las Islas del Verano informando de nuestra necesidad e implora ayuda.;;;;;;;;;x
TOOLTIPflag_called_for_foreign_aid;Has NOT recently called for foreign aid\n;N'a PAS appelé récemment de l'aide extérieure\n;;;;;;;;;;;;x
TOOLTIPcall_for_aid_essosREALMSIZE;The enemy White Walkers have a real size of at least 50\n;Les marcheurs blancs ennemis sont au-moins au nombre de 50\n;;;;;;;;;;;;x
nightswatch_calls_for_aid_WW;Call the Realm For Aid;Demander de l'aide au Royaume;;;Pedir ayuda al Reino.;;;;;;;;;x
nightswatch_calls_for_aid_WW_desc;We are losing the war. We should call on the lords of Westeros for support. If the Wall falls, so to do their kingdoms. Surely they will understand.;Nous perdons la guerre. Nous devrions demander de l'aide aux lords de Westeros. Si le Mur venait à tomber, leurs royaumes seraient en danger. Ils devraient sûrement le comprendre. ;;;Estamos perdiendo la guerra. Deberíamos pedir ayuda a los señores de Poniente. Si el Muro cae, sus reinos estarán en peligro. Deberían comprenderlo.;;;;;;;;;x
others_invasion_succ_tip;The Others take all occupied land into their realm of winter\n;Les Autres s'emparent de toutes les terres occupées dans leur royaume d'hiver\n;;;Los Otros toman todas las tierras ocupadas y forman su Reino del Invierno.\n;;;;;;;;;x
EVTDESCcold_winds.600;Sailors from a thousand lands have reported seeing Ice Dragons in the furtherst north of the Shivering Sea. As our ship made it's way thrugh the frigid waters I spotted one of the great beasts flying overhead.;Des marins de plusieurs contrées ont rapporté avoir vu des dragons de glace dans le nord de la mer Grelotte. Alors que notre navire avançait dans les eaux glaciales, j'ai repéré une de ces énormes créatures volant au-dessus de nous.;;;Marineros de diferentes lugares han informado de avistamientos de Dragones de Hielo en las zonas más al norte del Mar de los Escalofríos. Mientras nuestro barco se abría camino a través de las heladas aguas vi una de esas grandes bestias volando por encima nuestra.;;;;;;;;;x
EVTOPTAcold_winds.600;A truly awe inspiring sight.;Une vision stupéfiante;;;Un espectáculo realmente impresionante.;;;;;;;;;x
EVTDESCcold_winds.92B;We have received a message from across the Narrow Sea. [From.GetTitledFirstName] [From.GetOnlyDynastyName] writes that [From.PrimaryTitle.GetFullName] is being plagued by strange demons made of ice and snow.  [From.GetSheHeCap] calls for all men of honor to put aside petty differences to ride with [From.GetHerHim] and reclaim the dawn.;Nous avons reçu un message en provenance des royaumes du couchant. Le roi du trône de fer nous informe que son royaume est envahi par d'étranges démons faits de glace et de neige. Il appelle tous les hommes d'honneur à mettre de côté leurs différends pour se rendre auprès de lui et réclamer l'aube.;;;Hemos recibido un mensaje del otro lado del Mar Angosto. [From.GetTitledFirstName] de [From.PrimaryTitle.GetName] escribe que [From.PrimaryTitle.GetFullName] está plagado de demonios hechos de hielo y nieve. Llama a todos los hombres de honor que dejen a un lado las pequeñas diferencias para cabalgar con él y reclamar el Alba.;;;;;;;;;x
EVTOPTAcold_winds.9B;Ready the men. We ride east at dawn.;Que les hommes se préparent. A l'aube nous cavalerons vers l'Est.;;;Que los hombres se preparen. Al salir el sol, partiremos hacia el Este.;;;;;;;;;x
EVTOPTAcold_winds.9D;Ready the men, we set sail for the East!;Que les hommes se préparent. A l'aube nous voguerons vers l'Est !;;;Que los hombres se preparen, zarpamos hacia el Este!;;;;;;;;;x
EVTDESCcold_winds.701;Cold winds are rising. White Walkers have been seen in the Grey Waste, they are killing the living and raising the dead.;Les vents froids se lèvent. Des marcheurs blancs ont été vus dans dans le désert gris, ils tuent les vivants et relèvent les morts.;;;Vientos helados estan levantándose. Caminantes Blancos han sido vistos en el Desierto Gris, matando a los vivos y alzando a los muertos.;;;;;;;;;x
EVTDESCcold_winds.702;Cold winds are rising in the East. White Walkers have been seen in the Grey Waste, they are killing the living, raising the dead, and are marching on The Five Forts.;Les vents froids se lèvent. Des marcheurs blancs ont été vus dans dans le désert gris, ils tuent les vivants et relèvent les morts, et marchent sur les Cinq Forts.;;;Vientos helados estan levantándose en el Este. Caminantes Blancos han sido vistos en el Desierto Gris, matando a los vivos, alzando a los muertos y marchando hacia Los Cinco Fuertes.;;;;;;;;;x
EVTOPTAcold_winds.702;May [Root.Religion.GetHighGodName] save us;Que [Root.Religion.GetHighGodName] nous garde;;;Quizá [Root.Religion.GetHighGodName] nos salve.;;;;;;;;;x
EVTDESCcold_winds.704;The defenders of [FromFrom.GetName] tried their hardest to resist the onslaught of the white walkers, but it was not enough. The terrible frozen horde overwhelmed the garrison, swarming throughout [FromFrom.GetName] and killing all its inhabitants.;Les défenseurs de [FromFrom.GetName] ont fait de leur mieux pour résister aux marcheurs blancs, mais ce n'était pas assez. La terrible horde glaciale a déferlé sur la garnison, pénétrant dans [FromFrom.GetName] et tuant tous ses habitants.;;;Los defensores de [FromFrom.GetName] intentaron resistir con todas sus fuerzas el asalto de los Caminantes Blancos, pero no fue suficiente. La terrible horda helada aplastó la guarnición, invadió [FromFrom.GetName] y mató a todos los habitantes.;;;;;;;;;x
EVTOPTAcold_winds.704;Help us!!;Aidez-nous !;;;Ayudadnos!;;;;;;;;;x
EVTDESCcold_winds.61;The ranks of living dead men part and through the gap comes dread Others themselves, riding atop giant ice spiders.;Les rangs des morts-vivants se séparent, et surgissent des Autres terrifiants, chevauchant de géantes araignées de glace.;;;Las filas de los muertos vivientes pasan a través de la brecha seguidos por los mismos Otros, montando encima de arañas de hielo gigantes.;;;;;;;;;x
EVTOPTCcold_winds.61;It's just like the children's tales.;Ce ne sont que des contes pour enfants.;;;Es como en los cuentos de niños.;;;;;;;;;x
EVTDESCcold_winds.63;At great cost we have brought down one of The Others dreaded mounts.;Au prix fort, nous avons réussi à faire tomber une des terribles montures des Autres.;;;Con grandes dificultades hemos conseguido derribar a un jinete de los temibles Otros.;;;;;;;;;x
EVTOPTCcold_winds.63;For the dawn!!;Pour l'aube !;;;Por el amanecer!!!;;;;;;;;;x
EVTDESCcold_winds.65;It is not just men and women that make up the army of wights. A giant bear with bright blue eyes and the flesh rotting off its body exposing its bones, and it is tearing through our ranks!;Il n'y a pas que des hommes et femmes dans leur armée de spectres. Un ours géant aux yeux bleus clairs et à la peau pourrissante est en train de décimer nos rangs.;;;No son solo hombres y mujeres los que componen el ejército de los espectros. Un oso gigante con brillantes ojos azules con la carne podrida y los huesos expuestos está haciendo pedazos a nuestras filas.;;;;;;;;;x
EVTOPTCcold_winds.65;Seven hells!!;Par tous les dieux !;;;Siete infiernos!;;;;;;;;;x
EVTDESCcold_winds.67;;;;;;;;;;;;;;x
EVTOPTCcold_winds.67;Burn it, make sure it doesn't rise again.;Brûlez-le, qu'il ne se relève jamais.;;;Quemadlo, aseguraos que no se levanta de nuevo.;;;;;;;;;x
EVTDESCcold_winds.710;We have word from the far north of Westeros...The Wall has fallen. According to the ragged bands of surviving black brothers, swarms of others defeated the wildlings and overwhelmed the defenses of the Night's Watch, breaking the great icy barrier meant to protect the realms of men.;Nous avons eu des nouvelles du nord de Westeros... Le Mur est tombé. Selon les frères noirs survivants, des nuées d'Autres ont vaincu les sauvageons et renversé les défenses de la Garde de Nuit, brisant la grande barrière de glace censée protéger les royaumes des hommes. ;;;Tenemos noticias desde el extremo norte de Poniente... El Muro ha caído. Según cuentan los pequeños grupos de hermanos negros supervivientes, los Otros derrotaron a los salvajes y sobrepasaron las defensas de la Guardia de la Noche, rompiendo la gran barrera de hielo destinada a proteger a los reinos de los hombres.;;;;;;;;;x
EVTOPTAcold_winds.710;May [This.Religion.GetHighGodName] protect us;Que [Root.Religion.GetHighGodName] nous protège;;;Quizás [Root.Religion.GetHighGodName] nos proteja.;;;;;;;;;x
EVTDESCcold_winds.711;Winterfell has been overrun by the forces of the others. The ancient castle, once home to the kings of winter, is now subjugated by winter. The North is at the mercy of this menace, and the white walkers are now also poised to cross The Neck into the southern realms.;Winterfell a été renversée par les Autres et leurs spectres. L'ancien château des rois de l'hiver est maintenant tenu par le froid et la glace., once home to the kings of winter. Le Nord est à la merci de cette menace, et les marcheurs blancs sont désormais prêts à franchir le Neck vers les royaumes du Sud.;;;Invernalia has sido invadida por fuerzas de los Otros. El antiguo castillo, una vez hogar de los reyes del Invierno, está ahora subyugada por el Invierno. El Norte está ahora a su merced, y los caminantes están en disposición de cruzar el Cuello hacia los reinos del sur.;;;;;;;;;x
EVTOPTAcold_winds.711;Is a new long night upon us?;Est-ce qu'une nouvelle Longue Nuit nous attend ?;;;Tenemos una nueva Larga Noche ante nosotros?;;;;;;;;;x
EVTDESCcold_winds.712;The Eyrie was long thought to be impregnable, but has been unable to resist the onslaught of The Others. By all accounts they swarmed up the Giant's Lance in their thousands, overwhelming the formidable defensive forts. The castle and all its inhabitants were taken by the forces of winter, who now have The Vale in their grasp.;Les Eyrie ont longtemps été pensés imprenables, mais n'ont pu résister à l'assaut des Autres. Selon toute vraisemblance, ils ont essaimé jusqu'en haut de la Lance du Géant, leur multitude renversant les remparts et les forts. Le château et ses habitants ont été pris par les forces de l'hiver, qui tiennent désormais le Val sous leur emprise.;;;El Nido de Águilas se ha considerado inexpugnable desde su creación, pero ha sido incapaz de resistir el asalto de los Otros. Subieron por miles la Lanza del Gigante, sobrepasando los formidables fuertes defensivos. El castillo y todos sus habitantes han sido tomados por las fuerzas del Invierno, que ahora tienen todo el Valle a su merced.;;;;;;;;;x
EVTOPTAcold_winds.712;No castle is safe it seems;Nul château ne semble à l'abri;;;Parece que ningún castillo es seguro;;;;;;;;;x
EVTDESCcold_winds.713;Another great fortress has fallen to The Others...the great Casterly Rock. The Westerlands have long been in the grip of this harsh winter, and so could not resist the endless swarm which overwhelmed first The Lion's Mouth, and after that The Golden Gallery and The Hall of Heroes, where the defenders made their last stand.;Une autre grande forteresse est tombée devant les Autres... Castral Roc. Les Terres de l'Ouest ont subi l'emprise de ce long hiver, et n'ont pu résister à l'essaim infini qui a d'abord déferlé sur la Bouche du Lion, puis sur la galerie d'Or, et enfin sur la salle des Héros où les assiégés ont fait face pour la dernière fois.;;;Otra gran fortaleza ha caido en poder de los Otros... la gran Roca Casterly. Las Tierras del Occidente han estado mucho tiempo en las garras de este duro invierno, y no han podido resistir el asalto sin fin que sobrepasó primero la Boca del León, y tras ella la Galería Dorada y la Sala de los Héroes, donde los defensores resistieron hasta el final.;;;;;;;;;x
