#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC64420;Who amongst my loyal vassals will dutifully lend money to his Liege Lord?;Qui parmi mes vassaux accepterait de me prêter quelque argent ?;;;Quién de mis vasallos estaría dispuesto a prestarme algo de dinero?;;;;;;;;;x
EVTDESCbankruptcy.100;Greetings, [Root.GetTitledFirstName]. I have a proposition which, I'm sure, won't fail to catch your keen attention: simply put, a new title for you and money for us. We need the money owed from your enemies, and I'm sure you can pay. Isn't it a fair deal?;Salutations, [ROOT.GetTitledFirstName] de [ROOT.Location.GetName]. J'ai un marché à vous proposer, un trône pour vous et de l'argent pour nous, n'est-ce pas un bel accord ?;;;Saludos, [ROOT.GetTitledFirstName] de [ROOT.Location.GetName]. Tengo una proposición que estoy seguro que hará que preste atención: Un título para vos y dinero para nosotros. Necesitamos el dinero adeudado por sus enemigos y sabemos que puede pagarlo. ¿No es un trato justo?;;;;;;;;;x
EVTOPTAbankruptcy.100;All right, I'll win my war and you'll have your money.;D'accord, je vais gagner ma guerre et vous aurez votre argent. ;;;De acuerdo, ganaré mi guerra y tendréis vuestro dinero.;;;;;;;;;x
EVTOPTBbankruptcy.100;All right, I'll stake my claim and you'll have your money.;D'accord, je vais récupérer ce qui est mien et vous aurez votre argent. ;;;De acuerdo, recuperaré lo que me pertenece y tendréis vuestro dinero.;;;;;;;;;x
EVTOPTDbankruptcy.100;No, it is not my debt;Non, ce ne sont pas mes dettes. ;;;No, no es mi deuda.;;;;;;;;;x
take_loan_from_vassal;Take a Loan From a Vassal;Emprunter à un vassal;;;Pedir un préstamo a un vasallo;;;;;;;;;x
take_loan_from_vassal_desc;Borrow money from your own vassals at 25% interest rate;Emprunter à vos propres vassaux à un taux d'intérêt de 25%;;;Pedir un préstamo a tus vasallos a una tasa de interés del 25%;;;;;;;;;x
martial_very_low;Incompetent military ruler;Chef militaire incompétent;Incompetent military ruler;;Gobernante militar incompetente;;;;;;;;;x
martial_low;Very poor military ruler;Très mauvais chef militaire;Very poor military ruler;;Gobernante militar muy limitado;;;;;;;;;x
martial_low_medium;Poor military ruler;Mauvais chef militaire;Poor military ruler;;Gobernante militar limitado;;;;;;;;;x
martial_medium;Average military ruler;Chef militaire médiocre;Average military ruler;;Gobernante militar normal;;;;;;;;;x
martial_medium_high;Good military ruler;Bon chef militaire;Good military ruler;;Gobernante militar bueno;;;;;;;;;x
martial_high;Very good military ruler;Très bon chef militaire;Very good military ruler;;Gobernante militar muy bueno;;;;;;;;;x
martial_very_high;Exceptional military ruler;Chef militaire exceptionnel;Exceptional military ruler;;Gobernante militar excepcional;;;;;;;;;x
CHAR_STATUS_PILGRIM;§Y$NAME$§! is not at court. A regent rules in their name.;§Y$NAME$§! n'est pas à la cour et un régent règne en son nom.;;;§Y$NAME$§! No está en la corte y un regente gobierna en su nombre.;;;;;;;;;x
disinherited;Disinherited;Déshérité;;;Desheredado;;;;;;;;;x
disinherited_desc;This character is disinherited;Ce caractère a été déshérité;;;Este personaje ha sido desheredado;;;;;;;;;x
disinherit_decision;Disinherit [This.GetBestName];Deshériter [This.GetBestName];;;Desheredar a [This.GetBestName];;;;;;;;;x
disinherit_decision_desc;Remove this character from the order of succession;Exclure ce personnage de l'ordre de succession;;;Excluye a este personaje de la línea de sucesión.;;;;;;;;;x
negative_money_1;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_1;My Lord, Your Master of Coin respectfully points out the worsening situation of your economy. Perhaps it would be wise to leverage the level of taxation or cut some expenses: after all, your gold is best invested paying properly your loyal soldiers and foraging appropriately your glorious armies!;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, el Consejero de la Moneda informa del empeoramiento de la economía. Quizás convendría subir los impuestos o recortar en algunos gastos.;;;;;;;;;x
negative_money_2;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_2;My Lord, Your Master of Coin is deeply worried about the bad economic situation of your domains. Some commonplace repairs on the fortifications of your Castle, as well as the normal liberalities a Lord is expected to bestow on his poorest subjects, are currently being neglected...;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, el Consejero de la Moneda está profundamente preocupado por la mala situación económica de sus dominios. Algunas reparaciones comunes en las fortificaciones del castillo están siendo descuidadas actualmente.;;;;;;;;;x
negative_money_3;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_3;My Lord, your coffers are utterly empty and your Master of Coin is having strong difficulties in keeping creditors at bay. Your servants are badly dressed and badly fed, their liveries dirty and ragged. The food at your long table is more and more scarce, the ale is watery, and your guests are lesser and lesser every day. Your neighbours are looking at you with a mix of piety and contempt, wondering if the state of your armies really is what should be expected... ;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, los cofres están completamente vacíos y el Consejero de la Moneda está teniendo grandes dificultades manteniendo a raya a los acreedores. Los sirvientes están mal alimentadosl y sus libreas están sucias. La comida en la mesa es cada vez más escasa y la cerveza más acuosa y tus invitados son menos cada día. Los vecinos le miran con una mezcla de piedad y desprecio y estarán preguntándose si el estado de sus ejércitos será realmente el que debería ser...;;;;;;;;;x
negative_money_4;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_4;My Lord, the finance of your State is dramatic. Last year's harvest was particularly poor, famine is nearing, and even the poorest travelling merchants are beginning to desert your castles, boroughs and markets. Your most powerful neighbours are watching the situation, apparently waiting for the correct time to strike...;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, las estado de las finanzas es dramático. La cosecha del año pasado fue especialmente pobre, la hambruna está a las puertas y los comerciantes están abandonado los castillas, villas y mercados. Los vecinos estarán viendo la situación esperando el momento adecuado para atacar.;;;;;;;;;x
negative_money_5;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_5;My Lord, your Marshal is threatening to resign his office, being unable to calm down your troops. Your soldiers are poorly fed, even poorly equipped, and they don't even get enough money to get drunk, since they aren't paid from months. Their unrest is palpable, and you really should take steps in order to solve this dire situation.;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, el Maestro de Armas amenaza con renunciar a su cargo, ya casi no consigue controlar a sus tropas. Los soldados están mal alimentados y equipados y ni siquiera pueden emborracharse ya que no se les paga la soldata. El malestar es realmente palpable, debería tomar medidas drásticas para solucionar está grave situación.;;;;;;;;;x
negative_money_6;Lack of Funds;Manque de fonds;Fehlende Geldmittel;;Falta de fondos;;;;;;;;;x
desc_negative_money_6;My Lord, your Master of Coin yesterday night attempted suicide, fearing to be held responsible of the utterly dramatic situation of the coffers of your State. He was saved only by the bad condition of the old rope he used to hang itself, which was to worn to hold his weight... but it's doubtful if that is good news, either...;Nos coffres sont vides et nous ne pouvons plus payer correctement nos troupes.;Unsere Truhen sind leer. Wir können unsere Truppen nicht gebührend bezahlen.;;Mi señor, el Consejero de la Moneda trató de suicidarse anoche por temor a que se le hiciese responsable de la dramática situación de las arcas. La situación es crítica. Se avecina algo malo...;;;;;;;;;x
opinion_debt_insurer;Insuring Debt;Créancier;;;Acreedor;;;;;;;;;x
TOOLTIPloan_50_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y50§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y50§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y50§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_100_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y100§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y100§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y100§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_200_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y200§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y200§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y200§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_400_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y400§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y400§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y400§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_600_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y600§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y600§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y600§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_800_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y800§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y800§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y800§! dragones de oro con el 25% de interés\n;;;;;;;;;x
TOOLTIPloan_1000_insurance;If you win your claim against your enemy, [This.GetBestName] will take on their debt of §Y1000§! Gold with 25% interest\n;Si vous remportez la victoire sur votre ennemi et obtenez vos revendications, [This.GetBestName] se verra rembourser son prêt de §Y1000§! dragons d'or et ses 25% d'intérêts\n;;;Si obtenéis la victoria sobre vuestro enemigo y obtenéis vuestra reclamación, a [This.GetBestName] se le reembolsará su préstamo de §Y1000§! dragones de oro con el 25% de interés\n;;;;;;;;;x
EVTDESCbankruptcy.101;Your war against [FromFrom.GetBestName] has finally been won, and the Iron bank petitions you to honour your agreement to cover [FromFrom.GetHerHis] debts...;Vous avez enfin remporté votre victoire contre [FromFrom.GetBestName]. La banque de fer demande que vous honoriez votre parole de rembourser ses dettes… ;;;Has conseguido la victoria contra [FromFrom.GetBestName]. El Banco de Hierro os pide que honres tu palabra de reembolsar las deudas.;;;;;;;;;x
EVTDESCbankruptcy.102;[Root.PrimaryTitle.GetFOA], your council has heard a disturbing rumour that the Iron Bank of Braavos is backing [From.GetBestName] in an effort to usurp you from your position. It is said they accuse of not honouring your debts.;[Root.PrimaryTitle.GetFOA], votre conseil a entendu parler d'une rumeur selon laquelle la baque de fer de Braavos soutiendrait [From.GetBestName] dans le but de vous renverser. On dit qu'ils vous accusent de ne pas rembourser vos dettes. ;;;[Root.PrimaryTitle.GetFOA],el Consejero de los Rumores ha informado de un rumor que dice que el Banco de Hierro apoyaría a [From.GetBestName] para derrocarle. Se os acusa de no pagar las deudas.;;;;;;;;;x
EVTOPTAbankruptcy.102;Lies!;Menteurs !;;;Mentirosos!;;;;;;;;;x
EVTDESC38010;The coffers of your realm have run dry, finances are at a new low. One of your vassals, however, surely has enough gold to loan to you...;Les coffres de votre royaume sont vides et vous allez bientôt être à court d'argent. Cependant, l'un de vos vassaux a sûrement assez d'or pour vous octroyer un prêt...;;;Las arcas están vacías y pronto estarás sin dinero. Sin embargo, alguno de tus vasallos podría concederte un préstamo...;;;;;;;;;x
EVTOPTA38010;I must ask for this loan;Je dois demander ce prêt;;;Debo pedir ese préstamo;;;;;;;;;x
EVTTOOLTIP38013;shall be asked to provide a loan for you.;sera sollicité pour vous octroyer un prêt;;;será preguntado para concederte un préstamo;;;;;;;;;x
EVTDESC38011;[Root.GetTitle] [Root.GetFirstName], The finances of the realm are in a poor state, [From.PrimaryTitle.GetName] has an urgent need of gold. So I hereby request you provide a loan for House [From.GetOnlyDynastyName].\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les finances du royaume sont dans un piètre état, [From.PrimaryTitle.GetName] a un besoin urgent d'or. Par conséquent je vous écris pour vous demander d'octroyer un prêt à la maison [From.GetOnlyDynastyName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], las finanzas están en mal estado, [From.PrimaryTitle.GetName] necesita oro urgentemente. Por consiguiente, os escribo esta carta para solicitar la concesión de un préstamo a la casa [From.GetOnlyDynastyName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
TOOLTIP38011LOAN;[From.GetTitle] [From.GetFirstName] shall take a 5 year loan from you at 25% interest.\n;[From.GetTitle] [From.GetFirstName] contractera un prêt de 5 ans envers de vous, avec 25% d'intérêt.\n;;;[From.GetTitle] [From.GetFirstName] concederá un préstamo a 5 años, con un 25% de interés.\n;;;;;;;;;x
opinion_liege_loan;Taken Loan from Me;A contracté un prêt envers moi;;;Me ha concedido un préstamo;;;;;;;;;x
liege_loan;Liege has taken Loan;Suzerain a contracté un prêt;;;Concedido préstamo para el Señor.;;;;;;;;;x
EVTDESC38014;[Root.PrimaryTitle.GetFOA], I am afraid I cannot honour your request for a loan of gold, I fear it would be too great a risk to my domains.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.PrimaryTitle.GetFOA], je crains de ne pouvoir répondre favorablement à votre requête de prêt, j'ai peur que cela ne soit un trop grand risque pour mes domaines.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], me temo que no puedo responder favorablemente a su petición, es demasiado arriesgado para mis dominios.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTDESC38015;[Root.PrimaryTitle.GetFOA], I shall of course honour my obligation to you and provide a loan of gold as requested. The funds shall be sent forth to [Root.Capital.GetName] immediately.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.PrimaryTitle.GetFOA], j'honorerai bien entendu mes obligations envers vous en vous octroyant un prêt comme vous me l'avez demandé. La somme est déjà sur le chemin de [Root.Capital.GetName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.PrimaryTitle.GetFOA], honraré a mis obligaciones para con vos, concediéndoos un préstamo como pedistéis. La suma está ya en camino de [Root.Capital.GetName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
TOOLTIP38015LOAN;[From.GetTitle] [From.GetFirstName] shall provide you a 5 year loan at 25% interest.\n;[From.GetTitle] [From.GetFirstName] vous octroiera un prêt de 5 ans, avec 25% d'intérêt.\n;;;[From.GetTitle] [From.GetFirstName] os concederá un préstamo a 5 años, con el 25% de interés.\n;;;;;;;;;x
EVTDESCbankruptcy.103;My liege [Root.Liege.GetTitle] [Root.Liege.GetFirstName] owes me gold that House [Root.GetOnlyDynastyName] has lent [Root.Liege.GetHerHim], it is time that debt was paid...;Mon suzerain [Root.Liege.GetTitle] [Root.Liege.GetFirstName] me doit l'or que la maison [Root.GetOnlyDynastyName] lui a prêté, il est temps que cette dette soit remboursée…;;;Mi Señor [Root.Liege.GetTitle] [Root.Liege.GetFirstName] me debe el oro que la casa [Root.GetOnlyDynastyName] le prestó, es momento de que ese oro sea devuelto...;;;;;;;;;x
EVTOPTAbankruptcy.103;[Root.Liege.GetSheHeCap] will surely honour it;[Root.Liege.GetSheHeCap] va sûrement honorer ses dettes;;;[Root.Liege.GetSheHeCap] seguramente pagará sus deudas.;;;;;;;;;x
EVTOPTBbankruptcy.103;I can wait for it, I have plenty of coin;Je peux encore attendre, j'ai énormément d'argent;;;Todavía puedo esperar, tengo un montón de dinero.;;;;;;;;;x
TOOLTIPbankruptcy.104;shall be sent your request for payment;recevra votre demande de remboursement;;;recibirá vuestra petición de reembolso;;;;;;;;;x
EVTDESCbankruptcy.104;[Root.PrimaryTitle.GetFOA], I would like to politely remind you of the gold that [Root.PrimaryTitle.GetName] owes my House, and hereby request that the coin owed is paid as soon as is possible.\n\n Regards,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], j'aimerais poliment vous rappeler l'or que [Root.PrimaryTitle.GetName] doit à ma maison, aussi je viens requérir le remboursement de cette dette.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me gustaría recordarle cortésmente el oro que [Root.PrimaryTitle.GetName] debe a mi casa, así que vengo a reclamar la devolución de la deuda .\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.104;Pay the money;Payer;;;Pagar el dinero;;;;;;;;;x
TOOLTIPbankruptcy.105;The loan shall be repaid in full;L'emprunt sera complètement rembourser;;;El préstamo será reembolsado en su totalidad;;;;;;;;;x
TOOLTIPbankruptcy.106;shall receive your gold and extend the loan;recevra votre or et prolongera le prêt;;;recibirá el oro y prolongará el préstamo;;;;;;;;;x
TOOLTIPbankruptcy.107;shall be informed of your default and extend the loan;sera informé de votre défaut de paiement et prolongera le prêt;;;será informado de vuestra falta de pago y prolongará el préstamo;;;;;;;;;x
TOOLTIPbankruptcy.108;The loan shall be cancelled;Le prêt sera annulé;;;El préstamo será anulado;;;;;;;;;x
EVTDESCbankruptcy.105;[Root.GetTitle] [Root.GetFirstName], I will of course honour the agreement and repay all coin owed to your House. The gold shall be sent forth to [Root.Capital.GetName] immediately.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], j'honorerai bien entendu notre accord et vous rembourserai la totalité de la somme due à votre maison. L'or est déjà sur le chemin de [Root.Capital.GetName].\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], honraré nuestro acuerdo y os reeembolsaré la totalidad de la suma debida a vuestra casa. El oro ya está camino de [Root.Capital.GetName].\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.105;A deal well done;Une affaire rondement menée;;;Un asunto llevado a cabo sin problemas.;;;;;;;;;x
EVTDESCbankruptcy.106;[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] cannot presently afford to repay all coin owed to your House, but I shall of course pay you the due interest and extend the loan as agreed.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] ne peut pas actuellement se permettre de rembourser la totalité de la somme due à votre maison, néanmoins je paierai bien entendu les intérêts et prolongerai le prêt comme convenu en pareil cas.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], [From.PrimaryTitle.GetName] no puede actualmente permitirse reembolsar la totalidad de la cantidad debida a vuestra casa, sin embargo, pagaré los intereses y prolongaré el préstamo de la manera acordada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.106;As long as I get the coin eventually...;Tant que je revois un jour mon argent…;;;Espero ver algún día mi dinero...;;;;;;;;;x
EVTDESCbankruptcy.107;[Root.GetTitle] [Root.GetFirstName], Unfortunately me and my council have decided [From.PrimaryTitle.GetName] simply cannot afford to pay any coin to your House at this time, but rest assured you shall receive what is owed in due course.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], malheureusement j'ai décidé avec mon conseil que [From.PrimaryTitle.GetName] ne pouvait se permettre de rembourser la moindre pièce à votre maison pour le moment, mais je peux vous assurer que vous recevrez ce qui vous est dû en temps voulu.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], desgraciadamente, he decidido con la ayuda del Consejo Privado que [From.PrimaryTitle.GetName] no se puede permitir reembolsar ni una moneda a vuestra casa por el momento, aunque os aseguro que recibirá lo adeudado en el momento adecuado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.107;[From.PrimaryTitle.GetName] is run by fools;[From.PrimaryTitle.GetName] est dirigé par des idiots;;;[From.PrimaryTitle.GetName] está dirigido por idiotas.;;;;;;;;;x
EVTDESCbankruptcy.108;[Root.GetTitle] [Root.GetFirstName], I have decided that I ,as your rightful liege, due not owe any of my bannermen any coin, and that they should be glad to have offered past coin as tribute. Consider your 'loan' cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];"[Root.GetTitle] [Root.GetFirstName], j'ai décidé que, en tant que votre suzerain légitime, je ne devais aucune somme d'argent à vous ou à mes autres bannerets et que vous devriez être honoré d'avoir contribué à la bonne marche de nos terres par ce tribut. Considérez donc votre ""prêt"" comme annulé.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName]";;;"[Root.GetTitle] [Root.GetFirstName], he decidido que, como vuestro señor legítimo, no debo ninguna cantidad de dinero ni a vos ni a ningúno de mis vasallos y que deberiáis estar honrados de haber contribuido al buen funcionamiento de nuestras tierras por ese tributo. Considera vuestro ""préstamo"" cancelado.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa[From.GetOnlyDynastyName]";;;;;;;;;x
EVTOPTAbankruptcy.108;This is an outrage!;C'est une insulte !;;;Es un ultraje!;;;;;;;;;x
opinion_cancelled_loan;Cancelled Loan;A annulé un prêt;;;Ha anulado un préstamo;;;;;;;;;x
opinion_loan_default;Defaulted on Loan Payment;Défaut de paiement;;;Ha incumplido el pago de un préstamo;;;;;;;;;x
opinion_extended_loan;Extended Loan;Prêt prolongé;;;Prolongó un préstamo;;;;;;;;;x
TOOLTIPbankruptcy.109;The Loan shall be extended for another 5 years, without an interest payment;Le prêt sera prolongé pour 5 ans, sans intérêt supplémentaire;;;El préstamo será prolongado 5 años, sin interés suplementario.;;;;;;;;;x
EVTDESCbankruptcy.109;[Root.PrimaryTitle.GetFOA], I'm sure you are aware of the gold that [Root.PrimaryTitle.GetName] owes my House, and that repayment is shortly due. However, I am presently in no need of coin and hence extend the loan, so that you may benefit from it.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis sûr que vous êtes au courant de l'or que [Root.PrimaryTitle.GetName] doit à ma maison, et que le remboursement doit bientôt avoir lieu. Néanmoins, je n'ai actuellement pas besoin d'argent aussi par la présente je prolonge le prêt.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], estoy seguro que está al corriente del oro que [Root.PrimaryTitle.GetName] debe a mi casa, y que el vencimineto está cercano. Sin embargo, no necesito actualmente el dinero, así que por la presente prolongo el préstamo.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.109;How charitable;Que c'est charitable;;;Muy caritativo.;;;;;;;;;x
EVTDESC38071;A representative from the Iron Bank of Braavos has arrived at court, and he seems quite irate. He informs the all those present that my [GetFromRelation] [From.GetTitle] [From.GetFirstName] dishonoured the terms of [From.GerHerHis] loan from the bank, and that as [From.GerHerHis] heir I should compensate them for the gold lost...;Un représentant de la Banque de Fer de Braavos est arrivé à la cour, il semble quelque peu irrité. Il informe tous ceux présents que mon(a) [GetFromRelation] [From.GetTitle] [From.GetFirstName] n'a pas honoré ses dettes envers la banque, et qu'en tant qu'héritier je devrais les dédommager de cette perte...;;;Un representante del Banco de Hierro de Braavos llegó a la corte, parecía un poco irritado. Informó a todos los presentes que mi [GetFromRelation] [From.GetTitle] [From.GetFirstName] no pagó sus deudas con el banco, y que como heredero me he de hacer cargo de ellas.;;;;;;;;;x
